"GeneID","Chr","Start","End","Strand","Length"
"ENSSSCG00000005288","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","232355959;232355959;232355980;232357195;232357692;232357692;232357692;232357692;232358859;232358859;232358859;232358859;232360110;232360110;232360110;232360110;232392205;232392205;232392205;232392205;232407233;232407233;232407233;232433006;232433006;232433006;232433006;232434494;232434494;232434494;232434494;232482316;232482316;232482316;232482316;232483316;232483316;232483316;232483868;232483868;232483868;232485245;232485245;232485245;232485245;232486324;232486324;232486324;232486324;232487529;232487529;232487529;232487529;232496712;232496712;232496712;232496712;232498045;232498045;232498045;232498045;232499721;232499721;232499721;232499721;232500454;232500454;232500454;232500454;232500942;232500942;232500942;232500942;232503057;232503057;232503057;232503057","232356850;232356850;232356850;232357385;232357789;232357789;232357789;232357789;232358922;232358922;232358922;232358922;232360154;232360154;232360154;232360154;232392267;232392267;232392267;232392267;232407307;232407307;232407307;232433207;232433207;232433207;232433207;232434510;232434510;232434510;232434510;232482435;232482435;232482435;232482435;232483369;232483369;232483369;232484020;232484020;232484020;232485377;232485377;232485377;232485377;232486517;232486517;232486517;232486517;232487605;232487605;232487605;232487605;232496961;232496961;232496961;232496961;232498292;232498292;232498292;232498292;232499868;232499868;232499868;232499868;232500604;232500604;232500604;232500604;232501018;232501018;232501018;232501018;232504761;232504761;232504759;232504763","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4959
"ENSSSCG00000035934","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","182102736;182111140;182113756;182118905;182120638;182133887;182134580;182139466;182140326;182144176;182147249;182147691;182161653;182164062;182168978;182184848;182186109;182191723;182193973;182194859;182202670","182105353;182111330;182113916;182119043;182120722;182134023;182134748;182139525;182140469;182144299;182147309;182147857;182161803;182164152;182169099;182184922;182186182;182191805;182194276;182194969;182203048","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5446
"ENSSSCG00000005036","1;1;1;1;1;1;1","182203309;182231886;182233878;182257869;182259217;182259514;182260870","182203933;182231929;182234106;182258018;182259342;182259632;182261516","+;+;+;+;+;+;+",1940
"ENSSSCG00000004241","1;1;1;1;1","40988528;40988837;41000269;41001965;41002125","40991732;40991732;41000340;41002137;41002156","-;-;-;-;-",3469
"ENSSSCG00000005037","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","182265261;182267899;182270300;182270300;182270518;182270518;182274202;182274202;182274781;182274781;182275821;182275821;182276034;182276034;182277662;182277662;182280591;182280591;182282234;182282234;182287143;182287143;182287308;182287308;182299555;182299555;182305146;182305146;182306277;182318026;182318026;182318109","182268744;182268744;182270433;182270433;182270604;182270604;182274271;182274271;182275027;182275027;182275913;182275913;182276060;182276060;182277673;182277673;182280637;182280637;182282354;182282354;182287216;182287216;182287384;182287384;182299593;182299593;182305229;182305229;182306396;182318195;182318061;182318183","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",4886
"ENSSSCG00000004242","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","41057838;41057838;41058105;41058105;41076032;41076032;41083415;41083415;41095324;41095324;41097713;41097713;41100725;41100725;41100908;41100908;41101105;41101105;41101994;41101994;41104284;41104284;41112991;41112991;41116274;41116274;41119052;41119052;41120890;41120890;41125474;41125474;41125680;41125680;41135588;41135588;41136379;41136379;41144282;41144282;41146931;41146931;41149136;41149136;41156312;41156312;41164008;41164008;41177344;41178748;41178748;41180826;41180826;41199752;41199752;41207318;41207318;41219696;41219696;41221508;41221508;41222867;41222867;41230262;41230262;41247778;41247778;41261739;41261739","41057942;41057942;41058262;41058262;41076193;41076193;41083592;41083592;41095392;41095392;41097838;41097838;41100803;41100803;41101011;41101011;41101166;41101166;41102138;41102138;41104343;41104343;41113081;41113081;41116414;41116414;41119144;41119144;41121032;41121032;41125597;41125597;41125680;41125680;41135789;41135789;41136461;41136461;41144420;41144420;41147018;41147018;41149254;41149254;41156428;41156428;41164096;41164096;41177466;41178856;41178856;41180922;41180922;41199877;41199877;41207401;41207401;41219765;41219765;41221623;41221623;41223021;41223021;41230402;41230402;41247966;41247966;41265375;41265375","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",7525
"ENSSSCG00000035799","1;1","182296753;182297207","182296761;182297785","+;+",588
"ENSSSCG00000044458","1;1;1","182297328;182297518;182297717","182297438;182297622;182297749","-;-;-",249
"ENSSSCG00000005291","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","234277843;234278174;234278887;234278887;234279868;234279868;234281720;234281720;234285545;234285545;234287517;234287517;234301929;234301929;234303413;234303413;234304621;234304621;234306699;234307373;234311589;234311589;234324148;234324148;234324272;234324904;234324904;234338901;234338901;234338901;234340746;234340746;234340746;234366755;234366755;234366755;234366912;234366912;234366912;234368429;234368429;234368429;234369294;234369294;234369294;234369368","234278754;234278754;234278963;234278963;234280018;234280018;234281867;234281867;234285792;234285792;234287766;234287766;234302005;234302005;234303603;234303603;234304765;234304765;234306851;234307426;234311705;234311705;234324164;234324164;234325108;234325108;234325108;234338975;234338975;234338975;234340808;234340808;234340808;234366799;234366799;234366799;234366975;234366975;234366975;234368529;234368529;234368529;234370593;234370586;234369321;234370565","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",5025
"ENSSSCG00000005038","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","182328521;182328854;182328854;182329065;182329162;182330325;182330500;182330500;182330753;182330753;182330786;182330786;182335259;182335259;182335259;182335259;182335825;182335825;182335825;182335825;182338671;182338671;182338671;182338671;182340847;182340847;182340847;182340847;182340993;182340993;182340993;182340993;182341721;182341721;182341721;182341721;182344156;182344156;182344156;182344156;182344432;182344432;182344432;182344432;182348428;182348428;182348428;182348428;182354461;182354461;182354461;182354461","182328537;182329298;182329294;182329294;182329298;182330404;182330539;182330539;182330838;182330838;182330838;182330838;182335326;182335326;182335326;182335326;182335939;182335939;182335939;182335939;182338758;182338758;182338758;182338758;182340908;182340908;182340908;182340908;182341116;182341116;182341116;182341116;182341782;182341782;182341782;182341782;182344276;182344276;182344276;182344276;182344512;182344512;182344512;182344512;182348499;182348499;182348499;182348499;182354958;182354958;182354955;182354954","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",1959
"ENSSSCG00000028308","1;1;1","40854764;40855816;40856787","40854828;40855959;40856799","-;-;-",222
"ENSSSCG00000033805","1;1;1;1;1;1;1","234370868;234411176;234546743;234556028;234556900;234557531;234557874","234371042;234411287;234546974;234556184;234556945;234557591;234563638","+;+;+;+;+;+;+",6548
"ENSSSCG00000037497","1;1;1;1","234573878;234576744;234577083;234577244","234576158;234576804;234581091;234581120","+;+;+;+",6380
"ENSSSCG00000033763","1;1;1;1;1;1;1;1","230605265;230613310;230672892;230675897;230694098;230795822;230906837;230907614","230607659;230613463;230673021;230676025;230694252;230796006;230907163;230907674","-;-;-;-;-;-;-;-",3536
"ENSSSCG00000004344","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","64306073;64306073;64310861;64310861;64312351;64312351;64323990;64323990;64326415;64326415;64329727;64329727;64333808;64333808;64339357;64339357;64342777;64342777;64344995;64344995;64348162;64348162;64392411;64392411;64395020;64395020;64397356;64421248;64421248;64432509;64432509;64441519;64441519;64443581;64443581;64445320;64445320;64448875;64448875;64449146;64449146;64453968;64453968;64457934;64457934;64459095;64459095;64459813;64459813","64310040;64310040;64311028;64311028;64312447;64312447;64324153;64324153;64326626;64326626;64329896;64329896;64333967;64333967;64339499;64339499;64342928;64342928;64345145;64345145;64348355;64348355;64392914;64392914;64395246;64395246;64397475;64421310;64421310;64432685;64432685;64441632;64441632;64443711;64443711;64445410;64445410;64449052;64449052;64449233;64449233;64454017;64454017;64458059;64458059;64459273;64459273;64459904;64459904","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",7719
"ENSSSCG00000005286","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","231081196;231081221;231081221;231084668;231084668;231084668;231084933;231084933;231084933;231086277;231086277;231086277;231088302;231088302;231088302;231090916;231090916;231090916;231093036;231093036;231093036;231093951;231093951;231093951;231096963;231096963;231098297;231098297;231098297;231099633;231099633;231099633;231101070;231101070;231101070;231108219;231108219;231109539;231109539;231109539;231111123;231111123;231111123;231112439;231112439;231112439;231115930","231081693;231081693;231081693;231084840;231084840;231084840;231085005;231085005;231085005;231086380;231086380;231086380;231088476;231088476;231088476;231091029;231091029;231091029;231093100;231093100;231093100;231094062;231094062;231094062;231096980;231096980;231098432;231098432;231098432;231099678;231099678;231099678;231101198;231101198;231101198;231108296;231108296;231109705;231109705;231109705;231111294;231111294;231111294;231112694;231113268;231113268;231115940","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2901
"ENSSSCG00000004274","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","50403361;50403770;50418419;50418419;50425603;50425603;50427351;50427351;50427631;50427631;50430812;50430812;50432160;50432160;50432897;50432897;50433592;50433592;50434285;50434285;50438788;50438788;50438946;50438946;50440214;50440214;50441259;50441259;50441512;50441731;50441731;50441911;50441911;50442110;50442110;50443857;50443857;50446687;50446687;50448037;50448037;50459272;50459272;50460764;50460764;50461768;50461768;50462711;50462711;50464211;50464211;50464614;50464614;50466759;50466759;50467059;50467059;50471492;50471492;50471662;50471662;50472018;50472018;50473453;50473536;50474236;50488900;50495770;50496036;50497607;50498177","50404284;50404284;50418496;50418496;50425791;50425791;50427405;50427405;50427777;50427777;50430844;50430844;50432204;50432204;50432932;50432932;50433663;50433663;50434338;50434338;50438841;50438841;50438999;50438999;50440258;50440258;50441312;50441312;50441541;50441784;50441784;50441964;50441964;50442163;50442163;50443910;50443910;50446740;50446740;50448090;50448090;50459325;50459325;50460820;50460820;50461800;50461800;50462764;50462764;50464264;50464264;50464637;50464637;50466794;50466794;50467112;50467112;50471554;50471554;50471697;50471697;50472092;50472092;50473473;50473686;50474319;50489296;50495902;50496113;50497680;50498332","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3828
"ENSSSCG00000005039","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","182357607;182357609;182373763;182373763;182375387;182380377;182380377;182384881;182384881;182385861;182385861;182386447;182386447;182386577;182388706;182388706;182400828;182400828;182404187;182404187","182357981;182357981;182373795;182373795;182375440;182380474;182380474;182384941;182384941;182385897;182385897;182386486;182386486;182386627;182388778;182388778;182400921;182400921;182407782;182407775","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4512
"ENSSSCG00000005040","1;1;1;1;1;1;1;1;1;1;1;1","182407229;182410121;182412621;182412621;182413824;182413824;182415716;182417408;182417408;182422684;182423249;182423304","182411334;182411334;182412682;182412682;182413951;182413951;182415778;182417575;182417575;182422867;182423358;182423441","-;-;-;-;-;-;-;-;-;-;-;-",4904
"ENSSSCG00000004250","1;1;1;1;1;1;1;1","43653460;43684033;43691953;43694686;43702570;43731017;43809749;43837316","43656771;43684187;43692005;43694842;43702729;43731144;43809924;43837390","-;-;-;-;-;-;-;-",4216
"ENSSSCG00000005287","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","231142625;231142686;231142761;231143808;231146330;231146330;231146330;231147321;231147321;231147321;231150024;231150024;231150024;231151041;231151041;231151041;231154101;231154101;231154101;231160131;231160131;231160131;231170210;231170210;231170231;231171256;231171256;231171256","231142830;231142830;231142830;231143916;231146390;231146390;231146390;231147390;231147390;231147390;231150229;231150229;231150229;231151213;231151213;231151213;231154270;231154270;231154270;231160259;231160259;231160257;231170228;231170346;231170346;231172360;231172357;231172359","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2366
"ENSSSCG00000005041","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","182519684;182519684;182519684;182519685;182519687;182519687;182519687;182522576;182522576;182522576;182522576;182522576;182522576;182522576;182523327;182523327;182523327;182523327;182523327;182523327;182523327;182524537;182524537;182524537;182524537;182525083;182525098;182525098;182527139;182527178;182527178;182527178;182527178;182527178;182527178;182527531;182527531;182527531;182527531;182527531;182527531;182527531;182535317;182535317;182535317;182535317;182535317;182535317;182535317;182536712;182536712;182536712;182536712;182536712;182536712;182536712;182538524;182538524;182538524;182538524;182538524;182538524;182542692;182542692;182542692;182542692;182542692;182542692;182542692;182544814;182544814;182544814;182544814;182544814;182544814;182544814;182545288;182545288;182545288;182545288;182545288;182545288;182545288;182545836;182545836;182545836;182545836;182565518;182565518;182565518;182565518;182565518;182565518;182565518;182577263;182577263;182577263;182577263;182577263;182577263;182577263;182601964;182604789;182604793;182604793;182604793;182604793;182604793;182604793;182604793;182605366;182605366;182605366;182605366;182605366;182605366;182605912;182605912;182606653","182520955;182520955;182520955;182520955;182520955;182520955;182520955;182522717;182522717;182522717;182522717;182522717;182522717;182522717;182523451;182523451;182523451;182523451;182523451;182523451;182523451;182524557;182524557;182524557;182524557;182525121;182525121;182525121;182527399;182527399;182527399;182527399;182527399;182527399;182527399;182527637;182527637;182527637;182527637;182527637;182527637;182527637;182535441;182535441;182535441;182535441;182535441;182535441;182535441;182536761;182536761;182536761;182536761;182536761;182536761;182536761;182538658;182538658;182538658;182538658;182538658;182538658;182542799;182542799;182542799;182542799;182542799;182542799;182542799;182544916;182544916;182544916;182544916;182544916;182544916;182544916;182545513;182545513;182545513;182545513;182545513;182545513;182545513;182545868;182545868;182545868;182545868;182565652;182565652;182565652;182565652;182565652;182565652;182565652;182577496;182577496;182577496;182577496;182577496;182577496;182577496;182604767;182604958;182604958;182604958;182604958;182604958;182604958;182604958;182604958;182605389;182605540;182605555;182605540;182605540;182605508;182606206;182606206;182606869","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",6792
"ENSSSCG00000020885","1;1;1;1;1","44156778;44163930;44169520;44170972;44185595","44159541;44164029;44169669;44171097;44186194","-;-;-;-;-",3740
"ENSSSCG00000058846","1;1","234699396;234728833","234701204;234730907","+;+",3884
"ENSSSCG00000004252","1;1;1","44204550;44221490;44229340","44205998;44222391;44229727","-;-;-",2739
"ENSSSCG00000043640","1","233074856","233083273","-",8418
"ENSSSCG00000004253","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","44239383;44239391;44239392;44239392;44264934;44264934;44264934;44264934;44266470;44266470;44270420;44270420;44270420;44270420;44271874;44271874;44271874;44271874;44274937;44274937;44274937;44274937;44276563;44276563;44276563;44279058;44279058;44279058;44279058;44279311;44282596;44282596;44282596;44283864","44239894;44239894;44239894;44239894;44265098;44265098;44265098;44265098;44266493;44266493;44270595;44270595;44270595;44270595;44272039;44272039;44272039;44272039;44275032;44275032;44275032;44275032;44276727;44276727;44276727;44279238;44279238;44279238;44279228;44279972;44287198;44287198;44283752;44285220","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",6750
"ENSSSCG00000044537","1","233373122","233375646","-",2525
