"item_id","required_class","category","role","basename_exact","dest_rel","required","used_by","required_reason","preferred_rel"
"217","OPTIONAL","15_optional_G2_singscore_sensitivity","Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.pdf","Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.pdf","optional_sensitivity/15_G2_singscore_sensitivity/Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.pdf",FALSE,"Singscore sensitivity analysis","Optional because primary Figure5A uses the locked z-score directional score; include if submitting sensitivity analysis as supplement.","rebuild_submission/03_pig_chronic/Supplementary_chronic_current78_TMM_aligned_singscore_scores_mouse_style.pdf"
"218","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_fixed_early_defined_24_core_gene_metadata.csv","chronic_step5_pig_early_style_fixed_early_defined_24_core_gene_metadata.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_fixed_early_defined_24_core_gene_metadata.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_fixed_early_defined_24_core_gene_metadata.csv"
"219","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_core_TMM_logCPM_matrix.csv","chronic_step5_pig_early_style_core_TMM_logCPM_matrix.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_core_TMM_logCPM_matrix.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_core_TMM_logCPM_matrix.csv"
"220","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_core_heatmap_zscore_matrix_unclipped.csv","chronic_step5_pig_early_style_core_heatmap_zscore_matrix_unclipped.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_core_heatmap_zscore_matrix_unclipped.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_core_heatmap_zscore_matrix_unclipped.csv"
"221","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_core_heatmap_zscore_matrix_clipped_for_plot.csv","chronic_step5_pig_early_style_core_heatmap_zscore_matrix_clipped_for_plot.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_core_heatmap_zscore_matrix_clipped_for_plot.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_core_heatmap_zscore_matrix_clipped_for_plot.csv"
"222","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_sample_metadata_used.csv","chronic_step5_pig_early_style_sample_metadata_used.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_sample_metadata_used.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_sample_metadata_used.csv"
"223","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_core_heatmap_run_summary.csv","chronic_step5_pig_early_style_core_heatmap_run_summary.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_core_heatmap_run_summary.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_core_heatmap_run_summary.csv"
"224","OPTIONAL","16_optional_J_supplementary_core_heatmap","chronic_step5_pig_early_style_core_gene_file_candidates.csv","chronic_step5_pig_early_style_core_gene_file_candidates.csv","optional_supplementary_figures/16_J_core_heatmap/chronic_step5_pig_early_style_core_gene_file_candidates.csv",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/chronic_step5_pig_early_style_core_gene_file_candidates.csv"
"225","OPTIONAL","16_optional_J_supplementary_core_heatmap","Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.png","Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.png","optional_supplementary_figures/16_J_core_heatmap/Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.png",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.png"
"226","OPTIONAL","16_optional_J_supplementary_core_heatmap","Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.pdf","Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.pdf","optional_supplementary_figures/16_J_core_heatmap/Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.pdf",FALSE,"Supplementary chronic fixed-core heatmap","Optional because Figure5C is the main fixed-core chronic DE audit panel.","rebuild_submission/03_pig_chronic/Supplementary_chronic_core_heatmap_TMM_aligned_pig_early_style_compact.pdf"
"227","OPTIONAL","17_optional_logs_sessionInfo","chronic_step2_current78_TMM_aligned_signature_score_summary_to_send_me.txt","chronic_step2_current78_TMM_aligned_signature_score_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_step2_current78_TMM_aligned_signature_score_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step2_current78_TMM_aligned_signature_score_summary_to_send_me.txt"
"228","OPTIONAL","17_optional_logs_sessionInfo","chronic_step2_current78_TMM_aligned_signature_score_full_log.txt","chronic_step2_current78_TMM_aligned_signature_score_full_log.txt","optional_logs_sessionInfo/chronic_step2_current78_TMM_aligned_signature_score_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step2_current78_TMM_aligned_signature_score_full_log.txt"
"229","OPTIONAL","17_optional_logs_sessionInfo","chronic_step2_current78_TMM_aligned_sessionInfo.txt","chronic_step2_current78_TMM_aligned_sessionInfo.txt","optional_logs_sessionInfo/chronic_step2_current78_TMM_aligned_sessionInfo.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step2_current78_TMM_aligned_sessionInfo.txt"
"230","OPTIONAL","17_optional_logs_sessionInfo","chronic_step3_current78_TMM_aligned_singscore_sensitivity_summary_to_send_me.txt","chronic_step3_current78_TMM_aligned_singscore_sensitivity_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_step3_current78_TMM_aligned_singscore_sensitivity_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_sensitivity_summary_to_send_me.txt"
"231","OPTIONAL","17_optional_logs_sessionInfo","chronic_step3_current78_TMM_aligned_singscore_sensitivity_full_log.txt","chronic_step3_current78_TMM_aligned_singscore_sensitivity_full_log.txt","optional_logs_sessionInfo/chronic_step3_current78_TMM_aligned_singscore_sensitivity_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_sensitivity_full_log.txt"
"232","OPTIONAL","17_optional_logs_sessionInfo","chronic_step3_TMM_aligned_sessionInfo.txt","chronic_step3_TMM_aligned_sessionInfo.txt","optional_logs_sessionInfo/chronic_step3_TMM_aligned_sessionInfo.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step3_TMM_aligned_sessionInfo.txt"
"233","OPTIONAL","17_optional_logs_sessionInfo","chronic_step4_current78_DE_GSEA_summary_to_send_me.txt","chronic_step4_current78_DE_GSEA_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_step4_current78_DE_GSEA_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step4_current78_DE_GSEA_summary_to_send_me.txt"
"234","OPTIONAL","17_optional_logs_sessionInfo","chronic_step4_current78_DE_GSEA_full_log.txt","chronic_step4_current78_DE_GSEA_full_log.txt","optional_logs_sessionInfo/chronic_step4_current78_DE_GSEA_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step4_current78_DE_GSEA_full_log.txt"
"235","OPTIONAL","17_optional_logs_sessionInfo","chronic_step4_sessionInfo.txt","chronic_step4_sessionInfo.txt","optional_logs_sessionInfo/chronic_step4_sessionInfo.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step4_sessionInfo.txt"
"236","OPTIONAL","17_optional_logs_sessionInfo","chronic_step5B_current78_core_DE_audit_Step4_locked_summary_to_send_me.txt","chronic_step5B_current78_core_DE_audit_Step4_locked_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_step5B_current78_core_DE_audit_Step4_locked_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step5B_current78_core_DE_audit_Step4_locked_summary_to_send_me.txt"
"237","OPTIONAL","17_optional_logs_sessionInfo","chronic_step5B_current78_core_DE_audit_Step4_locked_full_log.txt","chronic_step5B_current78_core_DE_audit_Step4_locked_full_log.txt","optional_logs_sessionInfo/chronic_step5B_current78_core_DE_audit_Step4_locked_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step5B_current78_core_DE_audit_Step4_locked_full_log.txt"
"238","OPTIONAL","17_optional_logs_sessionInfo","chronic_step5B_sessionInfo.txt","chronic_step5B_sessionInfo.txt","optional_logs_sessionInfo/chronic_step5B_sessionInfo.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step5B_sessionInfo.txt"
"239","OPTIONAL","17_optional_logs_sessionInfo","chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_summary_to_send_me.txt","chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_summary_to_send_me.txt"
"240","OPTIONAL","17_optional_logs_sessionInfo","chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_full_log.txt","chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_full_log.txt","optional_logs_sessionInfo/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_figure5C_current78_core_DE_gene_audit_plot_Step4_locked_fixed_label_v2_full_log.txt"
"241","OPTIONAL","17_optional_logs_sessionInfo","chronic_step6_current78_figure5D_summary_to_send_me.txt","chronic_step6_current78_figure5D_summary_to_send_me.txt","optional_logs_sessionInfo/chronic_step6_current78_figure5D_summary_to_send_me.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step6_current78_figure5D_summary_to_send_me.txt"
"242","OPTIONAL","17_optional_logs_sessionInfo","chronic_step6_current78_figure5D_full_log.txt","chronic_step6_current78_figure5D_full_log.txt","optional_logs_sessionInfo/chronic_step6_current78_figure5D_full_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/chronic_step6_current78_figure5D_full_log.txt"
"243","OPTIONAL","17_optional_logs_sessionInfo","StepCHRONQC_01_chronic_pig_Salmon_tximport_QC_summary_log.txt","StepCHRONQC_01_chronic_pig_Salmon_tximport_QC_summary_log.txt","optional_logs_sessionInfo/StepCHRONQC_01_chronic_pig_Salmon_tximport_QC_summary_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/StepCHRONQC_01_chronic_pig_Salmon_tximport_QC_summary_log.txt"
"244","OPTIONAL","17_optional_logs_sessionInfo","Step24B_clean_tximport_gene_level_matrix_audit_log.txt","Step24B_clean_tximport_gene_level_matrix_audit_log.txt","optional_logs_sessionInfo/Step24B_clean_tximport_gene_level_matrix_audit_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/Step24B_clean_tximport_gene_level_matrix_audit_log.txt"
"245","OPTIONAL","17_optional_logs_sessionInfo","StepCHRONLOCK_01_lock_synovium_only_48_matrices_summary_log.txt","StepCHRONLOCK_01_lock_synovium_only_48_matrices_summary_log.txt","optional_logs_sessionInfo/StepCHRONLOCK_01_lock_synovium_only_48_matrices_summary_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/StepCHRONLOCK_01_lock_synovium_only_48_matrices_summary_log.txt"
"246","OPTIONAL","17_optional_logs_sessionInfo","StepCHRONMDS_01_chronic_pig_main24_PCA_MDS_summary_log.txt","StepCHRONMDS_01_chronic_pig_main24_PCA_MDS_summary_log.txt","optional_logs_sessionInfo/StepCHRONMDS_01_chronic_pig_main24_PCA_MDS_summary_log.txt",FALSE,"Audit trails and software environment checking","Optional for minimal package because required source data/statistics/figures are copied separately.","rebuild_submission/03_pig_chronic/StepCHRONMDS_01_chronic_pig_main24_PCA_MDS_summary_log.txt"
"247","OPTIONAL","18_optional_RDS_workspaces","chronic_step2_current78_TMM_aligned_signature_score_workspace.rds","chronic_step2_current78_TMM_aligned_signature_score_workspace.rds","objects_optional/chronic_step2_current78_TMM_aligned_signature_score_workspace.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/chronic_step2_current78_TMM_aligned_signature_score_workspace.rds"
"248","OPTIONAL","18_optional_RDS_workspaces","chronic_step3_current78_TMM_aligned_singscore_sensitivity_workspace.rds","chronic_step3_current78_TMM_aligned_singscore_sensitivity_workspace.rds","objects_optional/chronic_step3_current78_TMM_aligned_singscore_sensitivity_workspace.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/chronic_step3_current78_TMM_aligned_singscore_sensitivity_workspace.rds"
"249","OPTIONAL","18_optional_RDS_workspaces","chronic_step4_current78_DE_GSEA_workspace.rds","chronic_step4_current78_DE_GSEA_workspace.rds","objects_optional/chronic_step4_current78_DE_GSEA_workspace.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/chronic_step4_current78_DE_GSEA_workspace.rds"
"250","OPTIONAL","18_optional_RDS_workspaces","chronic_step5B_current78_core_DE_audit_workspace.rds","chronic_step5B_current78_core_DE_audit_workspace.rds","objects_optional/chronic_step5B_current78_core_DE_audit_workspace.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/chronic_step5B_current78_core_DE_audit_workspace.rds"
"251","OPTIONAL","18_optional_RDS_workspaces","chronic_step5_TMM_aligned_pig_early_style_core_heatmap_workspace.rds","chronic_step5_TMM_aligned_pig_early_style_core_heatmap_workspace.rds","objects_optional/chronic_step5_TMM_aligned_pig_early_style_core_heatmap_workspace.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/chronic_step5_TMM_aligned_pig_early_style_core_heatmap_workspace.rds"
"252","OPTIONAL","18_optional_RDS_workspaces","StepCHRONLOCK_01_locked_synovium_48_and_main_24_matrices.rds","StepCHRONLOCK_01_locked_synovium_48_and_main_24_matrices.rds","objects_optional/StepCHRONLOCK_01_locked_synovium_48_and_main_24_matrices.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/StepCHRONLOCK_01_locked_synovium_48_and_main_24_matrices.rds"
"253","OPTIONAL","18_optional_RDS_workspaces","StepCHRONMDS_01_main24_edgeR_logCPM_objects.rds","StepCHRONMDS_01_main24_edgeR_logCPM_objects.rds","objects_optional/StepCHRONMDS_01_main24_edgeR_logCPM_objects.rds",FALSE,"Developer/debug workspaces","Optional because analysis should be reproducible from scripts and saved source tables, not from workspaces.","rebuild_submission/03_pig_chronic/StepCHRONMDS_01_main24_edgeR_logCPM_objects.rds"
