"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
658,"RNASEH2B","ENSG00000136104","658.1.1","Rnaseh2b","ENSMUSG00000021932","ribonuclease H2, subunit B [Source:MGI Symbol;Acc:MGI:1914403]"
659,"RNASEL","ENSG00000135828","659.1.1","Rnasel","ENSMUSG00000066800","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent) [Source:MGI Symbol;Acc:MGI:1098272]"
660,"ROMO1","ENSG00000125995","660.1.1","Romo1","ENSMUSG00000067847","reactive oxygen species modulator 1 [Source:MGI Symbol;Acc:MGI:1914317]"
661,"RPL11","ENSG00000142676","661.1.1","Rpl11","ENSMUSG00000059291","ribosomal protein L11 [Source:MGI Symbol;Acc:MGI:1914275]"
662,"RPS14","ENSG00000164587","662.1.1","Rps14","ENSMUSG00000024608","ribosomal protein S14 [Source:MGI Symbol;Acc:MGI:98107]"
663,"RPS6KB1","ENSG00000108443","663.1.1","Rps6kb1","ENSMUSG00000020516","ribosomal protein S6 kinase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1270849]"
664,"RPS9","ENSG00000170889","664.1.1","Rps9","ENSMUSG00000006333","ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1924096]"
665,"RPTOR","ENSG00000141564","665.1.1","Rptor","ENSMUSG00000025583","regulatory associated protein of MTOR, complex 1 [Source:MGI Symbol;Acc:MGI:1921620]"
666,"RRAD","ENSG00000166592","666.1.1","Rrad","ENSMUSG00000031880","Ras-related associated with diabetes [Source:MGI Symbol;Acc:MGI:1930943]"
667,"RRAS2","ENSG00000133818","667.1.1","Rras2","ENSMUSG00000055723","related RAS viral (r-ras) oncogene 2 [Source:MGI Symbol;Acc:MGI:1914172]"
668,"RRM1","ENSG00000167325","668.1.1","Rrm1","ENSMUSG00000030978","ribonucleotide reductase M1 [Source:MGI Symbol;Acc:MGI:98180]"
669,"RRM2","ENSG00000171848","669.1.1","Rrm2","ENSMUSG00000020649","ribonucleotide reductase M2 [Source:MGI Symbol;Acc:MGI:98181]"
670,"RRM2B","ENSG00000048392","670.1.1","Rrm2b","ENSMUSG00000022292","ribonucleotide reductase M2 B (TP53 inducible) [Source:MGI Symbol;Acc:MGI:2155865]"
671,"RRP8","ENSG00000132275","671.1.1","Rrp8","ENSMUSG00000030888","ribosomal RNA processing 8 [Source:MGI Symbol;Acc:MGI:1914251]"
672,"RTN4","ENSG00000115310","672.1.1","Rtn4","ENSMUSG00000020458","reticulon 4 [Source:MGI Symbol;Acc:MGI:1915835]"
673,"RUNX1","ENSG00000159216","673.1.1","Runx1","ENSMUSG00000022952","runt related transcription factor 1 [Source:MGI Symbol;Acc:MGI:99852]"
674,"RUVBL2","ENSG00000183207","674.1.1","Ruvbl2","ENSMUSG00000003868","RuvB-like AAA ATPase 2 [Source:MGI Symbol;Acc:MGI:1342299]"
675,"S100A6","ENSG00000197956","675.1.1","S100a6","ENSMUSG00000001025","S100 calcium binding protein A6 (calcyclin) [Source:MGI Symbol;Acc:MGI:1339467]"
676,"SALL1","ENSG00000103449","676.1.1","Sall1","ENSMUSG00000031665","spalt like transcription factor 1 [Source:MGI Symbol;Acc:MGI:1889585]"
677,"SAMHD1","ENSG00000101347","677.1.1","Samhd1","ENSMUSG00000027639","SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]"
678,"SAT2","ENSG00000141504","678.1.1","Sat2","ENSMUSG00000069835","spermidine/spermine N1-acetyl transferase 2 [Source:MGI Symbol;Acc:MGI:1916465]"
679,"SDC1","ENSG00000115884","679.1.1","Sdc1","ENSMUSG00000020592","syndecan 1 [Source:MGI Symbol;Acc:MGI:1349162]"
680,"SELENBP1","ENSG00000143416","680.1.1","Selenbp1","ENSMUSG00000068874","selenium binding protein 1 [Source:MGI Symbol;Acc:MGI:96825]"
680,"SELENBP1","ENSG00000143416","680.1.2","Selenbp2","ENSMUSG00000068877","selenium binding protein 2 [Source:MGI Symbol;Acc:MGI:104859]"
681,"SELENOH","ENSG00000211450","681.1.1","N/A","N/A","N/A"
682,"SENP1","ENSG00000079387","682.1.1","Senp1","ENSMUSG00000033075","SUMO1/sentrin specific peptidase 1 [Source:MGI Symbol;Acc:MGI:2445054]"
683,"SENP7","ENSG00000138468","683.1.1","Senp7","ENSMUSG00000052917","SUMO1/sentrin specific peptidase 7 [Source:MGI Symbol;Acc:MGI:1913565]"
684,"SERPINB2","ENSG00000197632","684.1.1","Serpinb2","ENSMUSG00000062345","serine (or cysteine) peptidase inhibitor, clade B, member 2 [Source:MGI Symbol;Acc:MGI:97609]"
685,"SERPINE1","ENSG00000106366","685.1.1","Serpine1","ENSMUSG00000037411","serine (or cysteine) peptidase inhibitor, clade E, member 1 [Source:MGI Symbol;Acc:MGI:97608]"
686,"SETD1A","ENSG00000099381","686.1.1","N/A","N/A","N/A"
687,"SFN","ENSG00000175793","687.1.1","Sfn","ENSMUSG00000047281","stratifin [Source:MGI Symbol;Acc:MGI:1891831]"
688,"SFRP1","ENSG00000104332","688.1.1","Sfrp1","ENSMUSG00000031548","secreted frizzled-related protein 1 [Source:MGI Symbol;Acc:MGI:892014]"
689,"SGK1","ENSG00000118515","689.1.1","Sgk1","ENSMUSG00000019970","serum/glucocorticoid regulated kinase 1 [Source:MGI Symbol;Acc:MGI:1340062]"
690,"SIAH1","ENSG00000196470","690.1.1","Siah1a","ENSMUSG00000036840","siah E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:108064]"
690,"SIAH1","ENSG00000196470","690.1.2","Siah1b","ENSMUSG00000040749","siah E3 ubiquitin protein ligase 1B [Source:MGI Symbol;Acc:MGI:108063]"
691,"SIK1","ENSG00000142178","691.1.1","Sik1","ENSMUSG00000024042","salt inducible kinase 1 [Source:MGI Symbol;Acc:MGI:104754]"
692,"SIN3B","ENSG00000127511","692.1.1","Sin3b","ENSMUSG00000031622","transcriptional regulator, SIN3B (yeast) [Source:MGI Symbol;Acc:MGI:107158]"
693,"SIRT1","ENSG00000096717","693.1.1","Sirt1","ENSMUSG00000020063","sirtuin 1 [Source:MGI Symbol;Acc:MGI:2135607]"
694,"SIRT2","ENSG00000068903","694.1.1","Sirt2","ENSMUSG00000015149","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]"
695,"SIRT3","ENSG00000142082","695.1.1","Sirt3","ENSMUSG00000025486","sirtuin 3 [Source:MGI Symbol;Acc:MGI:1927665]"
696,"SIRT6","ENSG00000077463","696.1.1","Sirt6","ENSMUSG00000034748","sirtuin 6 [Source:MGI Symbol;Acc:MGI:1354161]"
697,"SIRT7","ENSG00000187531","697.1.1","Sirt7","ENSMUSG00000025138","sirtuin 7 [Source:MGI Symbol;Acc:MGI:2385849]"
698,"SIX1","ENSG00000126778","698.1.1","Six1","ENSMUSG00000051367","sine oculis-related homeobox 1 [Source:MGI Symbol;Acc:MGI:102780]"
699,"SIX6","ENSG00000184302","699.1.1","Six6","ENSMUSG00000021099","sine oculis-related homeobox 6 [Source:MGI Symbol;Acc:MGI:1341840]"
700,"SKP2","ENSG00000145604","700.1.1","Skp2","ENSMUSG00000054115","S-phase kinase-associated protein 2 [Source:MGI Symbol;Acc:MGI:1351663]"
701,"SLC13A3","ENSG00000158296","701.1.1","Slc13a3","ENSMUSG00000018459","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:MGI Symbol;Acc:MGI:2149635]"
702,"SLC16A7","ENSG00000118596","702.1.1","Slc16a7","ENSMUSG00000020102","solute carrier family 16 (monocarboxylic acid transporters), member 7 [Source:MGI Symbol;Acc:MGI:1330284]"
703,"SLC25A5","ENSG00000005022","703.1.1","Slc25a5","ENSMUSG00000016319","solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5 [Source:MGI Symbol;Acc:MGI:1353496]"
704,"SLC31A2","ENSG00000136867","704.1.1","Slc31a2","ENSMUSG00000066152","solute carrier family 31, member 2 [Source:MGI Symbol;Acc:MGI:1333844]"
705,"SLC52A1","ENSG00000132517","705.1.1","Slc52a2","ENSMUSG00000022560","solute carrier protein 52, member 2 [Source:MGI Symbol;Acc:MGI:1289288]"
706,"SLC5A2","ENSG00000140675","706.1.1","Slc5a2","ENSMUSG00000030781","solute carrier family 5 (sodium/glucose cotransporter), member 2 [Source:MGI Symbol;Acc:MGI:2181411]"
707,"SMAD1","ENSG00000170365","707.1.1","Smad1","ENSMUSG00000031681","SMAD family member 1 [Source:MGI Symbol;Acc:MGI:109452]"
708,"SMAD2","ENSG00000175387","708.1.1","Smad2","ENSMUSG00000024563","SMAD family member 2 [Source:MGI Symbol;Acc:MGI:108051]"
709,"SMAD3","ENSG00000166949","709.1.1","Smad3","ENSMUSG00000032402","SMAD family member 3 [Source:MGI Symbol;Acc:MGI:1201674]"
710,"SMAD5","ENSG00000113658","710.1.1","Smad5","ENSMUSG00000021540","SMAD family member 5 [Source:MGI Symbol;Acc:MGI:1328787]"
711,"SMAD6","ENSG00000137834","711.1.1","Smad6","ENSMUSG00000036867","SMAD family member 6 [Source:MGI Symbol;Acc:MGI:1336883]"
712,"SMARCA2","ENSG00000080503","712.1.1","Smarca2","ENSMUSG00000024921","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:MGI Symbol;Acc:MGI:99603]"
713,"SMARCA4","ENSG00000127616","713.1.1","Smarca4","ENSMUSG00000032187","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]"
714,"SMARCB1","ENSG00000099956","714.1.1","Smarcb1","ENSMUSG00000000902","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1328366]"
715,"SMARCD1","ENSG00000066117","715.1.1","Smarcd1","ENSMUSG00000023018","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:MGI Symbol;Acc:MGI:1933623]"
716,"SMC1A","ENSG00000072501","716.1.1","Smc1a","ENSMUSG00000041133","structural maintenance of chromosomes 1A [Source:MGI Symbol;Acc:MGI:1344345]"
717,"SMC2","ENSG00000136824","717.1.1","Smc2","ENSMUSG00000028312","structural maintenance of chromosomes 2 [Source:MGI Symbol;Acc:MGI:106067]"
718,"SMG1","ENSG00000157106","718.1.1","Smg1","ENSMUSG00000030655","SMG1 nonsense mediated mRNA decay associated PI3K related kinase [Source:MGI Symbol;Acc:MGI:1919742]"
719,"SMURF2","ENSG00000108854","719.1.1","Smurf2","ENSMUSG00000018363","SMAD specific E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:1913563]"
720,"SNAI1","ENSG00000124216","720.1.1","Snai1","ENSMUSG00000042821","snail family zinc finger 1 [Source:MGI Symbol;Acc:MGI:98330]"
721,"SOCS1","ENSG00000185338","721.1.1","Socs1","ENSMUSG00000038037","suppressor of cytokine signaling 1 [Source:MGI Symbol;Acc:MGI:1354910]"
722,"SOD1","ENSG00000142168","722.1.1","Sod1","ENSMUSG00000022982","superoxide dismutase 1, soluble [Source:MGI Symbol;Acc:MGI:98351]"
723,"SOD2","ENSG00000291237","723.1.1","Sod2","ENSMUSG00000006818","superoxide dismutase 2, mitochondrial [Source:MGI Symbol;Acc:MGI:98352]"
724,"SORBS2","ENSG00000154556","724.1.1","Sorbs2","ENSMUSG00000031626","sorbin and SH3 domain containing 2 [Source:MGI Symbol;Acc:MGI:1924574]"
725,"SOX1","ENSG00000182968","725.1.1","Sox1","ENSMUSG00000096014","SRY (sex determining region Y)-box 1 [Source:MGI Symbol;Acc:MGI:98357]"
726,"SOX2","ENSG00000181449","726.1.1","Sox2","ENSMUSG00000074637","SRY (sex determining region Y)-box 2 [Source:MGI Symbol;Acc:MGI:98364]"
727,"SOX4","ENSG00000124766","727.1.1","Sox4","ENSMUSG00000076431","SRY (sex determining region Y)-box 4 [Source:MGI Symbol;Acc:MGI:98366]"
728,"SOX5","ENSG00000134532","728.1.1","Sox5","ENSMUSG00000041540","SRY (sex determining region Y)-box 5 [Source:MGI Symbol;Acc:MGI:98367]"
729,"SP1","ENSG00000185591","729.1.1","Sp1","ENSMUSG00000001280","trans-acting transcription factor 1 [Source:MGI Symbol;Acc:MGI:98372]"
730,"SPAG9","ENSG00000008294","730.1.1","Spag9","ENSMUSG00000020859","sperm associated antigen 9 [Source:MGI Symbol;Acc:MGI:1918084]"
731,"SPARC","ENSG00000113140","731.1.1","Sparc","ENSMUSG00000018593","secreted acidic cysteine rich glycoprotein [Source:MGI Symbol;Acc:MGI:98373]"
732,"SPHK1","ENSG00000176170","732.1.1","Sphk1","ENSMUSG00000061878","sphingosine kinase 1 [Source:MGI Symbol;Acc:MGI:1316649]"
733,"SPI1","ENSG00000066336","733.1.1","Spi1","ENSMUSG00000002111","Spi-1 proto-oncogene [Source:MGI Symbol;Acc:MGI:98282]"
734,"SPIN1","ENSG00000106723","734.1.1","Spin1","ENSMUSG00000021395","spindlin 1 [Source:MGI Symbol;Acc:MGI:109242]"
735,"SPOP","ENSG00000121067","735.1.1","Spop","ENSMUSG00000057522","speckle-type BTB/POZ protein [Source:MGI Symbol;Acc:MGI:1343085]"
735,"SPOP","ENSG00000121067","735.1.10","Tdpoz7","ENSMUSG00000095251","Td and POZ domain containing 7 [Source:MGI Symbol;Acc:MGI:3710527]"
735,"SPOP","ENSG00000121067","735.1.11","Tdpoz9-ps1","ENSMUSG00000095822","TD and POZ domain containing 9, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3704095]"
735,"SPOP","ENSG00000121067","735.1.12","Tdpoz8","ENSMUSG00000096879","TD and POZ domain containing 8 [Source:MGI Symbol;Acc:MGI:3645677]"
735,"SPOP","ENSG00000121067","735.1.13","Tdpoz2","ENSMUSG00000103362","TD and POZ domain containing 2 [Source:MGI Symbol;Acc:MGI:3027902]"
735,"SPOP","ENSG00000121067","735.1.2","Tdpoz3","ENSMUSG00000058005","TD and POZ domain containing 3 [Source:MGI Symbol;Acc:MGI:3027903]"
735,"SPOP","ENSG00000121067","735.1.3","Tdpoz4","ENSMUSG00000060256","TD and POZ domain containing 4 [Source:MGI Symbol;Acc:MGI:3027904]"
735,"SPOP","ENSG00000121067","735.1.4","Gm5773","ENSMUSG00000068879","predicted pseudogene 5773 [Source:MGI Symbol;Acc:MGI:3645792]"
735,"SPOP","ENSG00000121067","735.1.5","Spopfm2","ENSMUSG00000074424","speckle-type BTB/POZ protein family member 2 [Source:MGI Symbol;Acc:MGI:3702972]"
735,"SPOP","ENSG00000121067","735.1.6","Spopfm3","ENSMUSG00000090268","speckle-type BTB/POZ protein family member 3 [Source:MGI Symbol;Acc:MGI:3644284]"
735,"SPOP","ENSG00000121067","735.1.7","Tdpoz1","ENSMUSG00000094084","TD and POZ domain containing 1 [Source:MGI Symbol;Acc:MGI:2449436]"
735,"SPOP","ENSG00000121067","735.1.8","Tdpoz5","ENSMUSG00000094163","TD and POZ domain containing 5 [Source:MGI Symbol;Acc:MGI:3027905]"
735,"SPOP","ENSG00000121067","735.1.9","Tdpoz9","ENSMUSG00000094328","TD and POZ domain containing 9 [Source:MGI Symbol;Acc:MGI:3702970]"
736,"SRC","ENSG00000197122","736.1.1","Src","ENSMUSG00000027646","Rous sarcoma oncogene [Source:MGI Symbol;Acc:MGI:98397]"
737,"SREBF1","ENSG00000072310","737.1.1","Srebf1","ENSMUSG00000020538","sterol regulatory element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:107606]"
738,"SRF","ENSG00000112658","738.1.1","Srf","ENSMUSG00000015605","serum response factor [Source:MGI Symbol;Acc:MGI:106658]"
739,"SRSF1","ENSG00000136450","739.1.1","Srsf1","ENSMUSG00000018379","serine and arginine-rich splicing factor 1 [Source:MGI Symbol;Acc:MGI:98283]"
740,"SRSF2","ENSG00000161547","740.1.1","Srsf2","ENSMUSG00000034120","serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]"
741,"SRSF3","ENSG00000112081","741.1.1","Srsf3","ENSMUSG00000071172","serine and arginine-rich splicing factor 3 [Source:MGI Symbol;Acc:MGI:98285]"
742,"SSX2","ENSG00000241476","742.1.1","Ssxb2","ENSMUSG00000023165","SSX member B2 [Source:MGI Symbol;Acc:MGI:2446771]"
742,"SSX2","ENSG00000241476","742.1.10","Ssxb6","ENSMUSG00000079702","SSX member B6 [Source:MGI Symbol;Acc:MGI:2446775]"
742,"SSX2","ENSG00000241476","742.1.11","Ssxb8","ENSMUSG00000079703","SSX member B8 [Source:MGI Symbol;Acc:MGI:2446777]"
742,"SSX2","ENSG00000241476","742.1.12","Ssxb15","ENSMUSG00000079704","SSX member B15 [Source:MGI Symbol;Acc:MGI:3650385]"
742,"SSX2","ENSG00000241476","742.1.13","Ssxb1","ENSMUSG00000079705","SSX member B1 [Source:MGI Symbol;Acc:MGI:1915235]"
742,"SSX2","ENSG00000241476","742.1.2","Ssxb13","ENSMUSG00000035371","SSX member B13 [Source:MGI Symbol;Acc:MGI:2446773]"
742,"SSX2","ENSG00000241476","742.1.3","Ssxa1","ENSMUSG00000062814","SSX member A1 [Source:MGI Symbol;Acc:MGI:2446782]"
742,"SSX2","ENSG00000241476","742.1.4","Ssxb9","ENSMUSG00000068218","SSX member B9 [Source:MGI Symbol;Acc:MGI:2446778]"
742,"SSX2","ENSG00000241476","742.1.5","Ssxb10","ENSMUSG00000068219","SSX member B10 [Source:MGI Symbol;Acc:MGI:2446779]"
742,"SSX2","ENSG00000241476","742.1.6","Ssxb5","ENSMUSG00000071816","SSX member B5 [Source:MGI Symbol;Acc:MGI:2446774]"
742,"SSX2","ENSG00000241476","742.1.7","Ssxb16","ENSMUSG00000079697","SSX member B16 [Source:MGI Symbol;Acc:MGI:3642927]"
742,"SSX2","ENSG00000241476","742.1.8","Ssxb14","ENSMUSG00000079699","SSX member B14 [Source:MGI Symbol;Acc:MGI:3647394]"
742,"SSX2","ENSG00000241476","742.1.9","Ssxb3","ENSMUSG00000079701","SSX member B3 [Source:MGI Symbol;Acc:MGI:2446772]"
742,"SSX2","ENSG00000268447","742.2.1","Ssxb2","ENSMUSG00000023165","SSX member B2 [Source:MGI Symbol;Acc:MGI:2446771]"
742,"SSX2","ENSG00000268447","742.2.10","Ssxb6","ENSMUSG00000079702","SSX member B6 [Source:MGI Symbol;Acc:MGI:2446775]"
742,"SSX2","ENSG00000268447","742.2.11","Ssxb8","ENSMUSG00000079703","SSX member B8 [Source:MGI Symbol;Acc:MGI:2446777]"
742,"SSX2","ENSG00000268447","742.2.12","Ssxb15","ENSMUSG00000079704","SSX member B15 [Source:MGI Symbol;Acc:MGI:3650385]"
742,"SSX2","ENSG00000268447","742.2.13","Ssxb1","ENSMUSG00000079705","SSX member B1 [Source:MGI Symbol;Acc:MGI:1915235]"
742,"SSX2","ENSG00000268447","742.2.2","Ssxb13","ENSMUSG00000035371","SSX member B13 [Source:MGI Symbol;Acc:MGI:2446773]"
742,"SSX2","ENSG00000268447","742.2.3","Ssxa1","ENSMUSG00000062814","SSX member A1 [Source:MGI Symbol;Acc:MGI:2446782]"
742,"SSX2","ENSG00000268447","742.2.4","Ssxb9","ENSMUSG00000068218","SSX member B9 [Source:MGI Symbol;Acc:MGI:2446778]"
742,"SSX2","ENSG00000268447","742.2.5","Ssxb10","ENSMUSG00000068219","SSX member B10 [Source:MGI Symbol;Acc:MGI:2446779]"
742,"SSX2","ENSG00000268447","742.2.6","Ssxb5","ENSMUSG00000071816","SSX member B5 [Source:MGI Symbol;Acc:MGI:2446774]"
742,"SSX2","ENSG00000268447","742.2.7","Ssxb16","ENSMUSG00000079697","SSX member B16 [Source:MGI Symbol;Acc:MGI:3642927]"
742,"SSX2","ENSG00000268447","742.2.8","Ssxb14","ENSMUSG00000079699","SSX member B14 [Source:MGI Symbol;Acc:MGI:3647394]"
742,"SSX2","ENSG00000268447","742.2.9","Ssxb3","ENSMUSG00000079701","SSX member B3 [Source:MGI Symbol;Acc:MGI:2446772]"
743,"STAG2","ENSG00000101972","743.1.1","Stag2","ENSMUSG00000025862","STAG2 cohesin complex component [Source:MGI Symbol;Acc:MGI:1098583]"
744,"STAT1","ENSG00000115415","744.1.1","Stat1","ENSMUSG00000026104","signal transducer and activator of transcription 1 [Source:MGI Symbol;Acc:MGI:103063]"
745,"STAT3","ENSG00000168610","745.1.1","Stat3","ENSMUSG00000004040","signal transducer and activator of transcription 3 [Source:MGI Symbol;Acc:MGI:103038]"
746,"STAT5A","ENSG00000126561","746.1.1","Stat5a","ENSMUSG00000004043","signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]"
747,"STAT5B","ENSG00000173757","747.1.1","Stat5b","ENSMUSG00000020919","signal transducer and activator of transcription 5B [Source:MGI Symbol;Acc:MGI:103035]"
748,"STAT6","ENSG00000166888","748.1.1","Stat6","ENSMUSG00000002147","signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]"
749,"STIM1","ENSG00000167323","749.1.1","Stim1","ENSMUSG00000030987","stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]"
750,"STK32C","ENSG00000165752","750.1.1","Stk32c","ENSMUSG00000015981","serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]"
751,"STK4","ENSG00000101109","751.1.1","Stk4","ENSMUSG00000018209","serine/threonine kinase 4 [Source:MGI Symbol;Acc:MGI:1929004]"
752,"STK40","ENSG00000196182","752.1.1","Stk40","ENSMUSG00000042608","serine/threonine kinase 40 [Source:MGI Symbol;Acc:MGI:1921428]"
753,"STN1","ENSG00000107960","753.1.1","Stn1","ENSMUSG00000042694","STN1, CST complex subunit [Source:MGI Symbol;Acc:MGI:1915581]"
754,"STUB1","ENSG00000103266","754.1.1","Stub1","ENSMUSG00000039615","STIP1 homology and U-Box containing protein 1 [Source:MGI Symbol;Acc:MGI:1891731]"
755,"SUMO2","ENSG00000188612","755.1.1","Sumo2","ENSMUSG00000020738","small ubiquitin-like modifier 2 [Source:MGI Symbol;Acc:MGI:2158813]"
756,"SUMO3","ENSG00000184900","756.1.1","Sumo3","ENSMUSG00000020265","small ubiquitin-like modifier 3 [Source:MGI Symbol;Acc:MGI:1336201]"
757,"SUPT5H","ENSG00000196235","757.1.1","Supt5","ENSMUSG00000003435","suppressor of Ty 5, DSIF elongation factor subunit [Source:MGI Symbol;Acc:MGI:1202400]"
758,"SUV39H1","ENSG00000101945","758.1.1","Suv39h1","ENSMUSG00000039231","suppressor of variegation 3-9 1 [Source:MGI Symbol;Acc:MGI:1099440]"
759,"SUZ12","ENSG00000178691","759.1.1","Suz12","ENSMUSG00000017548","SUZ12 polycomb repressive complex 2 subunit [Source:MGI Symbol;Acc:MGI:1261758]"
760,"SYK","ENSG00000165025","760.1.1","Syk","ENSMUSG00000021457","spleen tyrosine kinase [Source:MGI Symbol;Acc:MGI:99515]"
761,"SYT1","ENSG00000067715","761.1.1","Syt1","ENSMUSG00000035864","synaptotagmin I [Source:MGI Symbol;Acc:MGI:99667]"
762,"SYT7","ENSG00000011347","762.1.1","Syt7","ENSMUSG00000024743","synaptotagmin VII [Source:MGI Symbol;Acc:MGI:1859545]"
763,"TACC3","ENSG00000013810","763.1.1","Tacc3","ENSMUSG00000037313","transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]"
764,"TAGLN","ENSG00000149591","764.1.1","Tagln","ENSMUSG00000032085","transgelin [Source:MGI Symbol;Acc:MGI:106012]"
765,"TBK1","ENSG00000183735","765.1.1","Tbk1","ENSMUSG00000020115","TANK-binding kinase 1 [Source:MGI Symbol;Acc:MGI:1929658]"
766,"TBPL1","ENSG00000028839","766.1.1","Tbpl1","ENSMUSG00000071359","TATA box binding protein-like 1 [Source:MGI Symbol;Acc:MGI:1339946]"
767,"TBX2","ENSG00000121068","767.1.1","Tbx2","ENSMUSG00000000093","T-box 2 [Source:MGI Symbol;Acc:MGI:98494]"
768,"TBX3","ENSG00000135111","768.1.1","Tbx3","ENSMUSG00000018604","T-box 3 [Source:MGI Symbol;Acc:MGI:98495]"
769,"TEAD1","ENSG00000187079","769.1.1","Tead1","ENSMUSG00000055320","TEA domain family member 1 [Source:MGI Symbol;Acc:MGI:101876]"
770,"TEAD4","ENSG00000197905","770.1.1","Tead4","ENSMUSG00000030353","TEA domain family member 4 [Source:MGI Symbol;Acc:MGI:106907]"
771,"TERF2","ENSG00000132604","771.1.1","Terf2","ENSMUSG00000031921","telomeric repeat binding factor 2 [Source:MGI Symbol;Acc:MGI:1195972]"
772,"TERT","ENSG00000164362","772.1.1","Tert","ENSMUSG00000021611","telomerase reverse transcriptase [Source:MGI Symbol;Acc:MGI:1202709]"
773,"TFDP1","ENSG00000198176","773.1.1","Tfdp1","ENSMUSG00000038482","transcription factor Dp 1 [Source:MGI Symbol;Acc:MGI:101934]"
774,"TFG","ENSG00000114354","774.1.1","Tfg","ENSMUSG00000022757","Trk-fused gene [Source:MGI Symbol;Acc:MGI:1338041]"
775,"TGFB1I1","ENSG00000140682","775.1.1","Tgfb1i1","ENSMUSG00000030782","transforming growth factor beta 1 induced transcript 1 [Source:MGI Symbol;Acc:MGI:102784]"
776,"TGFB2","ENSG00000092969","776.1.1","Tgfb2","ENSMUSG00000039239","transforming growth factor, beta 2 [Source:MGI Symbol;Acc:MGI:98726]"
777,"TGFBI","ENSG00000120708","777.1.1","Tgfbi","ENSMUSG00000035493","transforming growth factor, beta induced [Source:MGI Symbol;Acc:MGI:99959]"
778,"TGFBR1","ENSG00000106799","778.1.1","Tgfbr1","ENSMUSG00000007613","transforming growth factor, beta receptor I [Source:MGI Symbol;Acc:MGI:98728]"
779,"TGFBR2","ENSG00000163513","779.1.1","Tgfbr2","ENSMUSG00000032440","transforming growth factor, beta receptor II [Source:MGI Symbol;Acc:MGI:98729]"
780,"THRB","ENSG00000151090","780.1.1","Thrb","ENSMUSG00000021779","thyroid hormone receptor beta [Source:MGI Symbol;Acc:MGI:98743]"
781,"TIGAR","ENSG00000078237","781.1.1","Tigar","ENSMUSG00000038028","Trp53 induced glycolysis regulatory phosphatase [Source:MGI Symbol;Acc:MGI:2442752]"
782,"TIMELESS","ENSG00000111602","782.1.1","Timeless","ENSMUSG00000039994","timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]"
783,"TLR10","ENSG00000174123","783.1.1","N/A","N/A","N/A"
784,"TLR2","ENSG00000137462","784.1.1","Tlr2","ENSMUSG00000027995","toll-like receptor 2 [Source:MGI Symbol;Acc:MGI:1346060]"
785,"TLR3","ENSG00000164342","785.1.1","Tlr3","ENSMUSG00000031639","toll-like receptor 3 [Source:MGI Symbol;Acc:MGI:2156367]"
786,"TLR4","ENSG00000136869","786.1.1","Tlr4","ENSMUSG00000039005","toll-like receptor 4 [Source:MGI Symbol;Acc:MGI:96824]"
787,"TLR8","ENSG00000101916","787.1.1","Tlr8","ENSMUSG00000040522","toll-like receptor 8 [Source:MGI Symbol;Acc:MGI:2176887]"
788,"TMEM9B","ENSG00000175348","788.1.1","Tmem9b","ENSMUSG00000031021","TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]"
789,"TNFSF13","ENSG00000161955","789.1.1","Tnfsf13","ENSMUSG00000089669","tumor necrosis factor (ligand) superfamily, member 13 [Source:MGI Symbol;Acc:MGI:1916833]"
790,"TNFSF15","ENSG00000181634","790.1.1","Tnfsf15","ENSMUSG00000050395","tumor necrosis factor (ligand) superfamily, member 15 [Source:MGI Symbol;Acc:MGI:2180140]"
791,"TOM1","ENSG00000100284","791.1.1","Tom1","ENSMUSG00000042870","target of myb1 trafficking protein [Source:MGI Symbol;Acc:MGI:1338026]"
