"ortholog_name","input","input_number","input_ensg","ensg_number","ortholog_ensg","description","n_human_orthologs","n_mouse_inputs"
"C1QTNF5","C1qtnf5",1236,"ENSMUSG00000079592","1236.1.1","ENSG00000223953","C1q and TNF related 5 [Source:HGNC Symbol;Acc:HGNC:14344]",1,1
"C1QTNF6","C1qtnf6",494,"ENSMUSG00000022440","494.1.1","ENSG00000133466","C1q and TNF related 6 [Source:HGNC Symbol;Acc:HGNC:14343]",1,1
"C3AR1","C3ar1",279,"ENSMUSG00000040552","279.1.1","ENSG00000171860","complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]",1,1
"CACNA1I","Cacna1i",816,"ENSMUSG00000022416","816.1.1","ENSG00000100346","calcium voltage-gated channel subunit alpha1 I [Source:HGNC Symbol;Acc:HGNC:1396]",1,1
"CACNB3","Cacnb3",1243,"ENSMUSG00000003352","1243.1.1","ENSG00000167535","calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]",1,1
"CACNG6","Cacng6",1262,"ENSMUSG00000078815","1262.1.1","ENSG00000130433","calcium voltage-gated channel auxiliary subunit gamma 6 [Source:HGNC Symbol;Acc:HGNC:13625]",1,1
"CALHM2","Calhm2",358,"ENSMUSG00000033033","358.1.1","ENSG00000138172","calcium homeostasis modulator family member 2 [Source:HGNC Symbol;Acc:HGNC:23493]",1,1
"CAMK4","Camk4",317,"ENSMUSG00000038128","317.1.1","ENSG00000152495","calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]",1,1
"CAMKK1","Camkk1",46,"ENSMUSG00000020785","46.1.1","ENSG00000004660","calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]",1,1
"CAP1","Cap1",878,"ENSMUSG00000028656","878.1.1","ENSG00000131236","cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]",1,1
"CAPN3","Capn3",1386,"ENSMUSG00000079110","1386.1.1","ENSG00000092529","calpain 3 [Source:HGNC Symbol;Acc:HGNC:1480]",1,1
"CA1","Car1",85,"ENSMUSG00000027556","85.1.1","ENSG00000133742","carbonic anhydrase 1 [Source:HGNC Symbol;Acc:HGNC:1368]",1,1
"CA14","Car14",571,"ENSMUSG00000038526","571.1.1","ENSG00000118298","carbonic anhydrase 14 [Source:HGNC Symbol;Acc:HGNC:1372]",1,1
"CA2","Car2",514,"ENSMUSG00000027562","514.1.1","ENSG00000104267","carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]",1,1
"CA3","Car3",877,"ENSMUSG00000027559","877.1.1","ENSG00000164879","carbonic anhydrase 3 [Source:HGNC Symbol;Acc:HGNC:1374]",1,1
"CA4","Car4",896,"ENSMUSG00000000805","896.1.1","ENSG00000167434","carbonic anhydrase 4 [Source:HGNC Symbol;Acc:HGNC:1375]",1,1
"CASP3","Casp3",631,"ENSMUSG00000031628","631.1.1","ENSG00000164305","caspase 3 [Source:HGNC Symbol;Acc:HGNC:1504]",1,1
"CAVIN4","Cavin4",239,"ENSMUSG00000028348","239.1.1","ENSG00000170681","caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]",1,1
"CBS","Cbs",257,"ENSMUSG00000024039","257.1.1","ENSG00000160200","cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]",1,1
"CCBE1","Ccbe1",432,"ENSMUSG00000046318","432.1.1","ENSG00000183287","collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]",1,1
"CCDC112","Ccdc112",341,"ENSMUSG00000071855","341.1.1","ENSG00000164221","coiled-coil domain containing 112 [Source:HGNC Symbol;Acc:HGNC:28599]",1,1
"CCDC116","Ccdc116",844,"ENSMUSG00000022768","844.1.1","ENSG00000161180","coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]",1,1
"CCDC146","Ccdc146",1227,"ENSMUSG00000064280","1227.1.1","ENSG00000135205","coiled-coil domain containing 146 [Source:HGNC Symbol;Acc:HGNC:29296]",1,1
"CCDC24","Ccdc24",605,"ENSMUSG00000078588","605.1.1","ENSG00000159214","coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]",1,1
"CCDC30","Ccdc30",955,"ENSMUSG00000028637","955.1.1","ENSG00000186409","coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:HGNC:26103]",1,1
"CCDC69","Ccdc69",233,"ENSMUSG00000049588","233.1.1","ENSG00000198624","coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]",1,1
"CCDC8","Ccdc8",1045,"ENSMUSG00000041117","1045.1.1","ENSG00000169515","coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]",1,1
"CCL11","Ccl11",820,"ENSMUSG00000020676","820.1.1","ENSG00000172156","C-C motif chemokine ligand 11 [Source:HGNC Symbol;Acc:HGNC:10610]",1,1
"N/A","Ccl12",995,"ENSMUSG00000035352","995.1.1","N/A","N/A",1,75
"CCL22","Ccl22",654,"ENSMUSG00000031779","654.1.1","ENSG00000102962","C-C motif chemokine ligand 22 [Source:HGNC Symbol;Acc:HGNC:10621]",1,1
"CCL18","Ccl3",515,"ENSMUSG00000000982","515.1.1","ENSG00000275385","C-C motif chemokine ligand 18 [Source:HGNC Symbol;Acc:HGNC:10616]",3,1
"CCL3","Ccl3",515,"ENSMUSG00000000982","515.1.3","ENSG00000277632","C-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:10627]",3,1
"CCL3L3","Ccl3",515,"ENSMUSG00000000982","515.1.2","ENSG00000276085","C-C motif chemokine ligand 3 like 3 [Source:HGNC Symbol;Acc:HGNC:30554]",3,1
"CCN3","Ccn3",527,"ENSMUSG00000037362","527.1.1","ENSG00000136999","cellular communication network factor 3 [Source:HGNC Symbol;Acc:HGNC:7885]",1,1
"CCN4","Ccn4",810,"ENSMUSG00000005124","810.1.1","ENSG00000104415","cellular communication network factor 4 [Source:HGNC Symbol;Acc:HGNC:12769]",1,1
"CCN5","Ccn5",461,"ENSMUSG00000027656","461.1.1","ENSG00000064205","cellular communication network factor 5 [Source:HGNC Symbol;Acc:HGNC:12770]",1,1
"CCNB1","Ccnb1",1060,"ENSMUSG00000041431","1060.1.1","ENSG00000134057","cyclin B1 [Source:HGNC Symbol;Acc:HGNC:1579]",1,1
"CCNB2","Ccnb2",56,"ENSMUSG00000032218","56.1.1","ENSG00000157456","cyclin B2 [Source:HGNC Symbol;Acc:HGNC:1580]",1,1
"CCNG1","Ccng1",448,"ENSMUSG00000020326","448.1.1","ENSG00000113328","cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]",1,1
"CCR5","Ccr5",763,"ENSMUSG00000079227","763.1.1","ENSG00000160791","C-C motif chemokine receptor 5 [Source:HGNC Symbol;Acc:HGNC:1606]",1,1
"CCSER1","Ccser1",1321,"ENSMUSG00000039578","1321.1.1","ENSG00000184305","coiled-coil serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:29349]",1,1
"CD109","Cd109",738,"ENSMUSG00000046186","738.1.1","ENSG00000156535","CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]",1,1
"CD180","Cd180",1163,"ENSMUSG00000021624","1163.1.1","ENSG00000134061","CD180 molecule [Source:HGNC Symbol;Acc:HGNC:6726]",1,1
"CD200R1","Cd200r4",732,"ENSMUSG00000062082","732.1.1","ENSG00000163606","CD200 receptor 1 [Source:HGNC Symbol;Acc:HGNC:24235]",2,1
"CD200R1L","Cd200r4",732,"ENSMUSG00000062082","732.1.2","ENSG00000206531","CD200 receptor 1 like [Source:HGNC Symbol;Acc:HGNC:24665]",2,1
"CD209","Cd209b",93,"ENSMUSG00000065987","93.1.1","ENSG00000090659","CD209 molecule [Source:HGNC Symbol;Acc:HGNC:1641]",1,2
"CD209","Cd209d",531,"ENSMUSG00000031495","531.1.1","ENSG00000090659","CD209 molecule [Source:HGNC Symbol;Acc:HGNC:1641]",1,2
"CD248","Cd248",939,"ENSMUSG00000056481","939.1.1","ENSG00000174807","CD248 molecule [Source:HGNC Symbol;Acc:HGNC:18219]",1,1
"CD24","Cd24a",307,"ENSMUSG00000047139","307.1.1","ENSG00000272398","CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]",1,1
"CD276","Cd276",1119,"ENSMUSG00000035914","1119.1.1","ENSG00000103855","CD276 molecule [Source:HGNC Symbol;Acc:HGNC:19137]",1,1
"CD300C","Cd300c2",664,"ENSMUSG00000044811","664.1.1","ENSG00000167850","CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320]",1,1
"CD300LF","Cd300ld3",986,"ENSMUSG00000069607","986.1.1","ENSG00000186074","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]",1,2
"CD300LF","Cd300ld5",861,"ENSMUSG00000089722","861.1.1","ENSG00000186074","CD300 molecule like family member f [Source:HGNC Symbol;Acc:HGNC:29883]",1,2
"N/A","Cd33",132,"ENSMUSG00000004609","132.1.1","N/A","N/A",1,75
"CD36","Cd36",120,"ENSMUSG00000002944","120.1.1","ENSG00000135218","CD36 molecule (CD36 blood group) [Source:HGNC Symbol;Acc:HGNC:1663]",1,1
"CD4","Cd4",425,"ENSMUSG00000023274","425.1.1","ENSG00000010610","CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]",1,1
"CD44","Cd44",219,"ENSMUSG00000005087","219.1.1","ENSG00000026508","CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]",1,1
"CD59","Cd59b",1112,"ENSMUSG00000068686","1112.1.1","ENSG00000085063","CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]",1,1
"N/A","Cd68",927,"ENSMUSG00000018774","927.1.1","N/A","N/A",1,75
"CD79A","Cd79a",885,"ENSMUSG00000003379","885.1.1","ENSG00000105369","CD79a molecule [Source:HGNC Symbol;Acc:HGNC:1698]",1,1
"CD80","Cd80",338,"ENSMUSG00000075122","338.1.1","ENSG00000121594","CD80 molecule [Source:HGNC Symbol;Acc:HGNC:1700]",1,1
"CD83","Cd83",1354,"ENSMUSG00000015396","1354.1.1","ENSG00000112149","CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]",1,1
"CD84","Cd84",1263,"ENSMUSG00000038147","1263.1.1","ENSG00000066294","CD84 molecule [Source:HGNC Symbol;Acc:HGNC:1704]",1,1
"CDA","Cda",285,"ENSMUSG00000028755","285.1.1","ENSG00000158825","cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]",1,1
"CDC20","Cdc20",924,"ENSMUSG00000006398","924.1.1","ENSG00000117399","cell division cycle 20 [Source:HGNC Symbol;Acc:HGNC:1723]",1,1
"CDC25C","Cdc25c",218,"ENSMUSG00000044201","218.1.1","ENSG00000158402","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]",1,1
"CDH11","Cdh11",1196,"ENSMUSG00000031673","1196.1.1","ENSG00000140937","cadherin 11 [Source:HGNC Symbol;Acc:HGNC:1750]",1,1
"CDH24","Cdh24",1150,"ENSMUSG00000059674","1150.1.1","ENSG00000139880","cadherin 24 [Source:HGNC Symbol;Acc:HGNC:14265]",1,1
"CDH4","Cdh4",578,"ENSMUSG00000000305","578.1.1","ENSG00000179242","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]",1,1
"CDK1","Cdk1",559,"ENSMUSG00000019942","559.1.1","ENSG00000170312","cyclin dependent kinase 1 [Source:HGNC Symbol;Acc:HGNC:1722]",1,1
"CDK15","Cdk15",1253,"ENSMUSG00000026023","1253.1.1","ENSG00000138395","cyclin dependent kinase 15 [Source:HGNC Symbol;Acc:HGNC:14434]",1,1
"CDK6","Cdk6",926,"ENSMUSG00000040274","926.1.1","ENSG00000105810","cyclin dependent kinase 6 [Source:HGNC Symbol;Acc:HGNC:1777]",1,1
"CDKN2A","Cdkn2a",389,"ENSMUSG00000044303","389.1.1","ENSG00000147889","cyclin dependent kinase inhibitor 2A [Source:HGNC Symbol;Acc:HGNC:1787]",1,1
"CDKN3","Cdkn3",1347,"ENSMUSG00000037628","1347.1.1","ENSG00000100526","cyclin dependent kinase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:1791]",1,1
"CDNF","Cdnf",808,"ENSMUSG00000039496","808.1.1","ENSG00000185267","cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]",1,1
"CDO1","Cdo1",1111,"ENSMUSG00000033022","1111.1.1","ENSG00000129596","cysteine dioxygenase type 1 [Source:HGNC Symbol;Acc:HGNC:1795]",1,1
"CDON","Cdon",63,"ENSMUSG00000038119","63.1.1","ENSG00000064309","cell adhesion associated, oncogene regulated [Source:HGNC Symbol;Acc:HGNC:17104]",1,1
"CDR2L","Cdr2l",146,"ENSMUSG00000050910","146.1.1","ENSG00000109089","cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]",1,1
"CDSN","Cdsn",506,"ENSMUSG00000039518","506.1.1","ENSG00000204539","corneodesmosin [Source:HGNC Symbol;Acc:HGNC:1802]",1,1
"CECR2","Cecr2",684,"ENSMUSG00000071226","684.1.1","ENSG00000099954","CECR2 histone acetyl-lysine reader [Source:HGNC Symbol;Acc:HGNC:1840]",1,1
"CELSR2","Celsr2",558,"ENSMUSG00000068740","558.1.1","ENSG00000143126","cadherin EGF LAG seven-pass G-type receptor 2 [Source:HGNC Symbol;Acc:HGNC:3231]",1,1
"CEMIP","Cemip",1343,"ENSMUSG00000052353","1343.1.1","ENSG00000103888","cell migration inducing hyaluronidase 1 [Source:HGNC Symbol;Acc:HGNC:29213]",1,1
"CENPF","Cenpf",95,"ENSMUSG00000026605","95.1.1","ENSG00000117724","centromere protein F [Source:HGNC Symbol;Acc:HGNC:1857]",1,1
"CEP55","Cep55",837,"ENSMUSG00000024989","837.1.1","ENSG00000138180","centrosomal protein 55 [Source:HGNC Symbol;Acc:HGNC:1161]",1,1
"CERCAM","Cercam",1287,"ENSMUSG00000039787","1287.1.1","ENSG00000167123","cerebral endothelial cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:23723]",1,1
"CES1","Ces1d",234,"ENSMUSG00000056973","234.1.1","ENSG00000198848","carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]",1,1
"N/A","Ces1f",1171,"ENSMUSG00000031725","1171.1.1","N/A","N/A",1,75
"CFAP20DC","Cfap20dc",111,"ENSMUSG00000021747","111.1.1","ENSG00000163689","CFAP20 domain containing [Source:HGNC Symbol;Acc:HGNC:24763]",1,1
"CFAP45","Cfap45",52,"ENSMUSG00000026546","52.1.1","ENSG00000213085","cilia and flagella associated protein 45 [Source:HGNC Symbol;Acc:HGNC:17229]",1,1
"CFAP52","Cfap52",1224,"ENSMUSG00000020904","1224.1.1","ENSG00000166596","cilia and flagella associated protein 52 [Source:HGNC Symbol;Acc:HGNC:16053]",1,1
"CFAP69","Cfap69",806,"ENSMUSG00000040473","806.1.1","ENSG00000105792","cilia and flagella associated protein 69 [Source:HGNC Symbol;Acc:HGNC:26107]",1,1
"CFD","Cfd",248,"ENSMUSG00000061780","248.1.1","ENSG00000197766","complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]",1,1
"CH25H","Ch25h",903,"ENSMUSG00000050370","903.1.1","ENSG00000138135","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]",1,1
"CHAF1B","Chaf1b",971,"ENSMUSG00000022945","971.1.1","ENSG00000159259","chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911]",1,1
"CHCHD10","Chchd10",691,"ENSMUSG00000049422","691.1.1","ENSG00000250479","coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:HGNC:15559]",1,1
"CHD3","Chd3",60,"ENSMUSG00000018474","60.1.1","ENSG00000170004","chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]",1,1
"CHDH","Chdh",261,"ENSMUSG00000015970","261.1.1","ENSG00000016391","choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]",1,1
"CHI3L1","Chi3l1",324,"ENSMUSG00000064246","324.1.1","ENSG00000133048","chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]",1,1
"CHIA","Chia1",417,"ENSMUSG00000062778","417.1.1","ENSG00000134216","chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]",1,1
"CHL1","Chl1",1190,"ENSMUSG00000030077","1190.1.1","ENSG00000134121","cell adhesion molecule L1 like [Source:HGNC Symbol;Acc:HGNC:1939]",1,1
"CHN2","Chn2",70,"ENSMUSG00000004633","70.1.1","ENSG00000106069","chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]",1,1
"CHPF","Chpf",638,"ENSMUSG00000032997","638.1.1","ENSG00000123989","chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291]",1,1
"CHPT1","Chpt1",1248,"ENSMUSG00000060002","1248.1.1","ENSG00000111666","choline phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:17852]",1,1
"CHST2","Chst2",1407,"ENSMUSG00000033350","1407.1.1","ENSG00000175040","carbohydrate sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:1970]",1,1
"N/A","Chst5",1269,"ENSMUSG00000031952","1269.1.1","N/A","N/A",1,75
"CHSY1","Chsy1",961,"ENSMUSG00000032640","961.1.1","ENSG00000131873","chondroitin sulfate synthase 1 [Source:HGNC Symbol;Acc:HGNC:17198]",1,1
"CHSY3","Chsy3",1029,"ENSMUSG00000058152","1029.1.1","ENSG00000198108","chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]",1,1
"CIB2","Cib2",620,"ENSMUSG00000037493","620.1.1","ENSG00000136425","calcium and integrin binding family member 2 [Source:HGNC Symbol;Acc:HGNC:24579]",1,1
"CIDEA","Cidea",1051,"ENSMUSG00000024526","1051.1.1","ENSG00000176194","cell death inducing DFFA like effector a [Source:HGNC Symbol;Acc:HGNC:1976]",1,1
"CIDEC","Cidec",66,"ENSMUSG00000030278","66.1.1","ENSG00000187288","cell death inducing DFFA like effector c [Source:HGNC Symbol;Acc:HGNC:24229]",1,1
"CILP","Cilp",1173,"ENSMUSG00000042254","1173.1.1","ENSG00000138615","cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]",1,1
"CIMAP1D","Cimap1d",1049,"ENSMUSG00000035963","1049.1.1","ENSG00000181781","CIMAP1 family member D [Source:HGNC Symbol;Acc:HGNC:26841]",1,1
"N/A","Cimip5",1105,"N/A","1105.1.1","N/A","N/A",1,75
"N/A","Ciroz",570,"N/A","570.1.1","N/A","N/A",1,75
"CISD1","Cisd1",78,"ENSMUSG00000037710","78.1.1","ENSG00000122873","CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880]",1,1
"CKAP2","Ckap2",136,"ENSMUSG00000037725","136.1.1","ENSG00000136108","cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990]",1,1
"CKAP2L","Ckap2l",540,"ENSMUSG00000048327","540.1.1","ENSG00000169607","cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877]",1,1
"CKAP4","Ckap4",779,"ENSMUSG00000046841","779.1.1","ENSG00000136026","cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]",1,1
"CKM","Ckm",1212,"ENSMUSG00000030399","1212.1.1","ENSG00000104879","creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]",1,1
"CKMT2","Ckmt2",665,"ENSMUSG00000021622","665.1.1","ENSG00000131730","creatine kinase, mitochondrial 2 [Source:HGNC Symbol;Acc:HGNC:1996]",1,1
"CKS2","Cks2",836,"ENSMUSG00000062248","836.1.1","ENSG00000123975","CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000]",1,1
"CLBA1","Clba1",464,"ENSMUSG00000037594","464.1.1","ENSG00000140104","clathrin binding box of aftiphilin containing 1 [Source:HGNC Symbol;Acc:HGNC:20126]",1,1
"CLCF1","Clcf1",130,"ENSMUSG00000040663","130.1.1","ENSG00000175505","cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]",1,1
"CLDN10","Cldn10",825,"ENSMUSG00000022132","825.1.1","ENSG00000134873","claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033]",1,1
"CLEC11A","Clec11a",416,"ENSMUSG00000004473","416.1.1","ENSG00000105472","C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576]",1,1
"CLEC12A","Clec12a",76,"ENSMUSG00000053063","76.1.1","ENSG00000172322","C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]",1,1
"CLEC4D","Clec4d",311,"ENSMUSG00000030144","311.1.1","ENSG00000166527","C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]",1,1
"CLEC6A","Clec4n",340,"ENSMUSG00000023349","340.1.1","ENSG00000205846","C-type lectin domain containing 6A [Source:HGNC Symbol;Acc:HGNC:14556]",1,1
"CLEC5A","Clec5a",814,"ENSMUSG00000029915","814.1.1","ENSG00000258227","C-type lectin domain containing 5A [Source:HGNC Symbol;Acc:HGNC:2054]",1,1
"CLEC7A","Clec7a",794,"ENSMUSG00000079293","794.1.1","ENSG00000172243","C-type lectin domain containing 7A [Source:HGNC Symbol;Acc:HGNC:14558]",1,1
"CLIP3","Clip3",356,"ENSMUSG00000013921","356.1.1","ENSG00000105270","CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]",1,1
"CLSTN3","Clstn3",480,"ENSMUSG00000008153","480.1.1","ENSG00000139182","calsyntenin 3 [Source:HGNC Symbol;Acc:HGNC:18371]",1,1
"CMBL","Cmbl",688,"ENSMUSG00000022235","688.1.1","ENSG00000164237","carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090]",1,1
"CMTM3","Cmtm3",92,"ENSMUSG00000031875","92.1.1","ENSG00000140931","CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]",1,1
"CNGA3","Cnga3",51,"ENSMUSG00000026114","51.1.1","ENSG00000144191","cyclic nucleotide gated channel subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:2150]",1,1
"CNN2","Cnn2",1017,"ENSMUSG00000004665","1017.1.1","ENSG00000064666","calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156]",1,1
"CNN3","Cnn3",975,"ENSMUSG00000053931","975.1.1","ENSG00000117519","calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]",1,1
"CNTN2","Cntn2",1207,"ENSMUSG00000053024","1207.1.1","ENSG00000184144","contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172]",1,1
"COCH","Coch",1013,"ENSMUSG00000020953","1013.1.1","ENSG00000100473","cochlin [Source:HGNC Symbol;Acc:HGNC:2180]",1,1
"COL11A1","Col11a1",1356,"ENSMUSG00000027966","1356.1.1","ENSG00000060718","collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]",1,1
"COL12A1","Col12a1",429,"ENSMUSG00000032332","429.1.1","ENSG00000111799","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]",1,1
"COL14A1","Col14a1",748,"ENSMUSG00000022371","748.1.1","ENSG00000187955","collagen type XIV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2191]",1,1
"COL15A1","Col15a1",265,"ENSMUSG00000028339","265.1.1","ENSG00000204291","collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]",1,1
"COL16A1","Col16a1",14,"ENSMUSG00000040690","14.1.1","ENSG00000084636","collagen type XVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2193]",1,1
"COL18A1","Col18a1",1276,"ENSMUSG00000001435","1276.1.1","ENSG00000182871","collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]",1,1
"COL1A1","Col1a1",1005,"ENSMUSG00000001506","1005.1.1","ENSG00000108821","collagen type I alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2197]",1,1
"COL1A2","Col1a2",766,"ENSMUSG00000029661","766.1.1","ENSG00000164692","collagen type I alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2198]",1,1
"COL23A1","Col23a1",23,"ENSMUSG00000063564","23.1.1","ENSG00000050767","collagen type XXIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22990]",1,1
"COL26A1","Col26a1",31,"ENSMUSG00000004415","31.1.1","ENSG00000160963","collagen type XXVI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:18038]",1,1
"COL27A1","Col27a1",791,"ENSMUSG00000045672","791.1.1","ENSG00000196739","collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]",1,1
"COL3A1","Col3a1",682,"ENSMUSG00000026043","682.1.1","ENSG00000168542","collagen type III alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2201]",1,1
"COL5A1","Col5a1",253,"ENSMUSG00000026837","253.1.1","ENSG00000130635","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]",1,1
"COL5A2","Col5a2",1056,"ENSMUSG00000026042","1056.1.1","ENSG00000204262","collagen type V alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2210]",1,1
"COL5A3","Col5a3",75,"ENSMUSG00000004098","75.1.1","ENSG00000080573","collagen type V alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:14864]",1,1
"COL6A1","Col6a1",914,"ENSMUSG00000001119","914.1.1","ENSG00000142156","collagen type VI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2211]",1,1
"COL6A2","Col6a2",832,"ENSMUSG00000020241","832.1.1","ENSG00000142173","collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]",1,1
"COL6A3","Col6a3",856,"ENSMUSG00000048126","856.1.1","ENSG00000163359","collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]",1,1
"COL6A5","Col6a5",972,"ENSMUSG00000091345","972.1.1","ENSG00000172752","collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]",1,1
"COL6A6","Col6a6",54,"ENSMUSG00000043719","54.1.1","ENSG00000206384","collagen type VI alpha 6 chain [Source:HGNC Symbol;Acc:HGNC:27023]",1,1
"N/A","Col7a1",188,"ENSMUSG00000025650","188.1.1","N/A","N/A",1,75
"COL8A1","Col8a1",915,"ENSMUSG00000068196","915.1.1","ENSG00000144810","collagen type VIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2215]",1,1
