"input_number","input","input_ensg","ensg_number","ortholog_name","ortholog_ensg","description"
167,"Glb1l","ENSMUSG00000026200","167.1.1","GLB1L","ENSG00000163521","galactosidase beta 1 like [Source:HGNC Symbol;Acc:HGNC:28129]"
168,"Mex3a","ENSMUSG00000074480","168.1.1","MEX3A","ENSG00000254726","mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]"
169,"Lipa","ENSMUSG00000024781","169.1.1","LIPA","ENSG00000107798","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]"
170,"Prkaa2","ENSMUSG00000028518","170.1.1","PRKAA2","ENSG00000162409","protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]"
171,"Fgf9","ENSMUSG00000021974","171.1.1","FGF9","ENSG00000102678","fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]"
172,"Gdf5","ENSMUSG00000038259","172.1.1","GDF5","ENSG00000125965","growth differentiation factor 5 [Source:HGNC Symbol;Acc:HGNC:4220]"
173,"Vcan","ENSMUSG00000021614","173.1.1","VCAN","ENSG00000038427","versican [Source:HGNC Symbol;Acc:HGNC:2464]"
174,"Dhdh","ENSMUSG00000011382","174.1.1","DHDH","ENSG00000104808","dihydrodiol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:17887]"
175,"Gm5127","ENSMUSG00000073010","175.1.1","N/A","N/A","N/A"
176,"C1qtnf1","ENSMUSG00000017446","176.1.1","C1QTNF1","ENSG00000173918","C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]"
177,"Bmf","ENSMUSG00000040093","177.1.1","BMF","ENSG00000104081","Bcl2 modifying factor [Source:HGNC Symbol;Acc:HGNC:24132]"
178,"Sertad4","ENSMUSG00000016262","178.1.1","SERTAD4","ENSG00000082497","SERTA domain containing 4 [Source:HGNC Symbol;Acc:HGNC:25236]"
179,"Thbs1","ENSMUSG00000040152","179.1.1","THBS1","ENSG00000137801","thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]"
180,"Ulk4","ENSMUSG00000040936","180.1.1","ULK4","ENSG00000168038","unc-51 like kinase 4 [Source:HGNC Symbol;Acc:HGNC:15784]"
181,"Il1rl1","ENSMUSG00000026069","181.1.1","IL1RL1","ENSG00000115602","interleukin 1 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:5998]"
182,"Nbl1","ENSMUSG00000041120","182.1.1","NBL1","ENSG00000158747","NBL1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:7650]"
183,"Iqgap1","ENSMUSG00000030536","183.1.1","IQGAP1","ENSG00000140575","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
184,"Igfbp4","ENSMUSG00000017493","184.1.1","IGFBP4","ENSG00000141753","insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]"
185,"Ly9","ENSMUSG00000004707","185.1.1","LY9","ENSG00000122224","lymphocyte antigen 9 [Source:HGNC Symbol;Acc:HGNC:6730]"
186,"Lrrc18","ENSMUSG00000041673","186.1.1","LRRC18","ENSG00000165383","leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:23199]"
187,"Sorl1","ENSMUSG00000049313","187.1.1","SORL1","ENSG00000137642","sortilin related receptor 1 [Source:HGNC Symbol;Acc:HGNC:11185]"
188,"Col7a1","ENSMUSG00000025650","188.1.1","N/A","N/A","N/A"
189,"Metrnl","ENSMUSG00000039208","189.1.1","METRNL","ENSG00000176845","meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]"
190,"Mogat1","ENSMUSG00000012187","190.1.1","MOGAT1","ENSG00000124003","monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]"
191,"Uts2r","ENSMUSG00000039321","191.1.1","N/A","N/A","N/A"
192,"Ros1","ENSMUSG00000019893","192.1.1","ROS1","ENSG00000047936","ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]"
193,"Fosb","ENSMUSG00000003545","193.1.1","FOSB","ENSG00000125740","FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]"
194,"Adam12","ENSMUSG00000054555","194.1.1","ADAM12","ENSG00000148848","ADAM metallopeptidase domain 12 [Source:HGNC Symbol;Acc:HGNC:190]"
195,"Cyp2e1","ENSMUSG00000025479","195.1.1","CYP2E1","ENSG00000130649","cytochrome P450 family 2 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:2631]"
196,"Il1b","ENSMUSG00000027398","196.1.1","IL1B","ENSG00000125538","interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]"
197,"Trpc6","ENSMUSG00000031997","197.1.1","TRPC6","ENSG00000137672","transient receptor potential cation channel subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:12338]"
198,"Man2b2","ENSMUSG00000029119","198.1.1","MAN2B2","ENSG00000013288","mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]"
199,"Nectin4","ENSMUSG00000006411","199.1.1","NECTIN4","ENSG00000143217","nectin cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:19688]"
200,"Txndc5","ENSMUSG00000038991","200.1.1","TXNDC5","ENSG00000239264","thioredoxin domain containing 5 [Source:HGNC Symbol;Acc:HGNC:21073]"
201,"Tmem108","ENSMUSG00000042757","201.1.1","TMEM108","ENSG00000144868","transmembrane protein 108 [Source:HGNC Symbol;Acc:HGNC:28451]"
202,"Mfrp","ENSMUSG00000034739","202.1.1","MFRP","ENSG00000235718","membrane frizzled-related protein [Source:HGNC Symbol;Acc:HGNC:18121]"
203,"Lpcat2","ENSMUSG00000033192","203.1.1","LPCAT2","ENSG00000087253","lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]"
204,"Snrpn","ENSMUSG00000102252","204.1.1","SNRPN","ENSG00000128739","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]"
205,"Egr3","ENSMUSG00000033730","205.1.1","EGR3","ENSG00000179388","early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]"
206,"Aldoa","ENSMUSG00000030695","206.1.1","ALDOA","ENSG00000149925","aldolase, fructose-bisphosphate A [Source:HGNC Symbol;Acc:HGNC:414]"
207,"Fkbp1b","ENSMUSG00000020635","207.1.1","FKBP1B","ENSG00000119782","FKBP prolyl isomerase 1B [Source:HGNC Symbol;Acc:HGNC:3712]"
208,"Myo1d","ENSMUSG00000035441","208.1.1","MYO1D","ENSG00000176658","myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]"
209,"Sh3gl2","ENSMUSG00000028488","209.1.1","SH3GL2","ENSG00000107295","SH3 domain containing GRB2 like 2, endophilin A1 [Source:HGNC Symbol;Acc:HGNC:10831]"
210,"Ism1","ENSMUSG00000074766","210.1.1","ISM1","ENSG00000101230","isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]"
211,"Ggt5","ENSMUSG00000006344","211.1.1","GGT5","ENSG00000099998","gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4260]"
212,"Ak5","ENSMUSG00000039058","212.1.1","AK5","ENSG00000154027","adenylate kinase 5 [Source:HGNC Symbol;Acc:HGNC:365]"
213,"Plcd4","ENSMUSG00000026173","213.1.1","PLCD4","ENSG00000115556","phospholipase C delta 4 [Source:HGNC Symbol;Acc:HGNC:9062]"
214,"Ttn","ENSMUSG00000051747","214.1.1","TTN","ENSG00000155657","titin [Source:HGNC Symbol;Acc:HGNC:12403]"
215,"Gpr162","ENSMUSG00000038390","215.1.1","GPR162","ENSG00000250510","G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]"
216,"Rgs16","ENSMUSG00000026475","216.1.1","RGS16","ENSG00000143333","regulator of G protein signaling 16 [Source:HGNC Symbol;Acc:HGNC:9997]"
217,"P3h1","ENSMUSG00000028641","217.1.1","P3H1","ENSG00000117385","prolyl 3-hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:19316]"
218,"Cdc25c","ENSMUSG00000044201","218.1.1","CDC25C","ENSG00000158402","cell division cycle 25C [Source:HGNC Symbol;Acc:HGNC:1727]"
219,"Cd44","ENSMUSG00000005087","219.1.1","CD44","ENSG00000026508","CD44 molecule (IN blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
220,"Slc6a7","ENSMUSG00000052026","220.1.1","SLC6A7","ENSG00000011083","solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]"
221,"Rnf180","ENSMUSG00000021720","221.1.1","RNF180","ENSG00000164197","ring finger protein 180 [Source:HGNC Symbol;Acc:HGNC:27752]"
222,"Tnn","ENSMUSG00000026725","222.1.1","TNN","ENSG00000120332","tenascin N [Source:HGNC Symbol;Acc:HGNC:22942]"
223,"Sdc2","ENSMUSG00000022261","223.1.1","SDC2","ENSG00000169439","syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]"
224,"Galnt16","ENSMUSG00000021130","224.1.1","GALNT16","ENSG00000100626","polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]"
225,"Ush1c","ENSMUSG00000030838","225.1.1","USH1C","ENSG00000006611","USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]"
226,"Msn","ENSMUSG00000031207","226.1.1","MSN","ENSG00000147065","moesin [Source:HGNC Symbol;Acc:HGNC:7373]"
227,"Hmcn1","ENSMUSG00000066842","227.1.1","HMCN1","ENSG00000143341","hemicentin 1 [Source:HGNC Symbol;Acc:HGNC:19194]"
228,"6430571L13Rik","ENSMUSG00000037977","228.1.1","C3orf18","ENSG00000088543","chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837]"
229,"Acaa1b","ENSMUSG00000010651","229.1.1","ACAA1","ENSG00000060971","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]"
230,"Neto2","ENSMUSG00000036902","230.1.1","NETO2","ENSG00000171208","neuropilin and tolloid like 2 [Source:HGNC Symbol;Acc:HGNC:14644]"
231,"Gxylt2","ENSMUSG00000030074","231.1.1","GXYLT2","ENSG00000172986","glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]"
232,"Nr4a2","ENSMUSG00000026826","232.1.1","NR4A2","ENSG00000153234","nuclear receptor subfamily 4 group A member 2 [Source:HGNC Symbol;Acc:HGNC:7981]"
233,"Ccdc69","ENSMUSG00000049588","233.1.1","CCDC69","ENSG00000198624","coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]"
234,"Ces1d","ENSMUSG00000056973","234.1.1","CES1","ENSG00000198848","carboxylesterase 1 [Source:HGNC Symbol;Acc:HGNC:1863]"
235,"Ctxn3","ENSMUSG00000069372","235.1.1","CTXN3","ENSG00000205279","cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]"
236,"Pyroxd2","ENSMUSG00000060224","236.1.1","PYROXD2","ENSG00000119943","pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]"
237,"Ptn","ENSMUSG00000029838","237.1.1","PTN","ENSG00000105894","pleiotrophin [Source:HGNC Symbol;Acc:HGNC:9630]"
238,"Itga5","ENSMUSG00000000555","238.1.1","ITGA5","ENSG00000161638","integrin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6141]"
239,"Cavin4","ENSMUSG00000028348","239.1.1","CAVIN4","ENSG00000170681","caveolae associated protein 4 [Source:HGNC Symbol;Acc:HGNC:33742]"
240,"Loxl2","ENSMUSG00000034205","240.1.1","LOXL2","ENSG00000134013","lysyl oxidase like 2 [Source:HGNC Symbol;Acc:HGNC:6666]"
241,"Slc6a2","ENSMUSG00000055368","241.1.1","SLC6A2","ENSG00000103546","solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]"
242,"Htr2b","ENSMUSG00000026228","242.1.1","HTR2B","ENSG00000135914","5-hydroxytryptamine receptor 2B [Source:HGNC Symbol;Acc:HGNC:5294]"
243,"Abcd2","ENSMUSG00000055782","243.1.1","ABCD2","ENSG00000173208","ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]"
244,"Pik3r5","ENSMUSG00000020901","244.1.1","PIK3R5","ENSG00000141506","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]"
245,"Dmc1","ENSMUSG00000022429","245.1.1","DMC1","ENSG00000100206","DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:HGNC:2927]"
246,"Sox4","ENSMUSG00000076431","246.1.1","SOX4","ENSG00000124766","SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]"
247,"Havcr2","ENSMUSG00000020399","247.1.1","HAVCR2","ENSG00000135077","hepatitis A virus cellular receptor 2 [Source:HGNC Symbol;Acc:HGNC:18437]"
248,"Cfd","ENSMUSG00000061780","248.1.1","CFD","ENSG00000197766","complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]"
249,"Dkk3","ENSMUSG00000030772","249.1.1","DKK3","ENSG00000050165","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]"
250,"Zyg11a","ENSMUSG00000034645","250.1.1","ZYG11A","ENSG00000203995","zyg-11 family member A, cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:32058]"
251,"Klhl23","ENSMUSG00000042155","251.1.1","KLHL23","ENSG00000213160","kelch like family member 23 [Source:HGNC Symbol;Acc:HGNC:27506]"
252,"Niban2","ENSMUSG00000026796","252.1.1","NIBAN2","ENSG00000136830","niban apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:25282]"
253,"Col5a1","ENSMUSG00000026837","253.1.1","COL5A1","ENSG00000130635","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]"
254,"Slc11a1","ENSMUSG00000026177","254.1.1","SLC11A1","ENSG00000018280","solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]"
255,"C130050O18Rik","ENSMUSG00000044092","255.1.1","N/A","N/A","N/A"
256,"Megf10","ENSMUSG00000024593","256.1.1","MEGF10","ENSG00000145794","multiple EGF like domains 10 [Source:HGNC Symbol;Acc:HGNC:29634]"
257,"Cbs","ENSMUSG00000024039","257.1.1","CBS","ENSG00000160200","cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550]"
258,"Nlgn3","ENSMUSG00000031302","258.1.1","NLGN3","ENSG00000196338","neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]"
259,"Vav1","ENSMUSG00000034116","259.1.1","VAV1","ENSG00000141968","vav guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:12657]"
260,"Enpp1","ENSMUSG00000037370","260.1.1","ENPP1","ENSG00000197594","ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]"
261,"Chdh","ENSMUSG00000015970","261.1.1","CHDH","ENSG00000016391","choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]"
262,"Arsi","ENSMUSG00000036412","262.1.1","ARSI","ENSG00000183876","arylsulfatase family member I [Source:HGNC Symbol;Acc:HGNC:32521]"
263,"Hs3st5","ENSMUSG00000044499","263.1.1","HS3ST5","ENSG00000249853","heparan sulfate-glucosamine 3-sulfotransferase 5 [Source:HGNC Symbol;Acc:HGNC:19419]"
264,"Mup9","ENSMUSG00000078686","264.1.1","N/A","N/A","N/A"
265,"Col15a1","ENSMUSG00000028339","265.1.1","COL15A1","ENSG00000204291","collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]"
266,"Bdkrb2","ENSMUSG00000021070","266.1.1","BDKRB2","ENSG00000168398","bradykinin receptor B2 [Source:HGNC Symbol;Acc:HGNC:1030]"
267,"Il17re","ENSMUSG00000043088","267.1.1","IL17RE","ENSG00000163701","interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]"
268,"Eln","ENSMUSG00000029675","268.1.1","ELN","ENSG00000049540","elastin [Source:HGNC Symbol;Acc:HGNC:3327]"
269,"Myf5","ENSMUSG00000000435","269.1.1","MYF5","ENSG00000111049","myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]"
270,"Ldhd","ENSMUSG00000031958","270.1.1","LDHD","ENSG00000166816","lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]"
271,"Adamts4","ENSMUSG00000006403","271.1.1","ADAMTS4","ENSG00000158859","ADAM metallopeptidase with thrombospondin type 1 motif 4 [Source:HGNC Symbol;Acc:HGNC:220]"
272,"Tdrd9","ENSMUSG00000054003","272.1.1","TDRD9","ENSG00000156414","tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]"
273,"Lix1l","ENSMUSG00000049288","273.1.1","LIX1L","ENSG00000271601","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]"
274,"Lbp","ENSMUSG00000016024","274.1.1","LBP","ENSG00000129988","lipopolysaccharide binding protein [Source:HGNC Symbol;Acc:HGNC:6517]"
275,"Ostn","ENSMUSG00000052276","275.1.1","OSTN","ENSG00000188729","osteocrin [Source:HGNC Symbol;Acc:HGNC:29961]"
276,"Mmp14","ENSMUSG00000000957","276.1.1","MMP14","ENSG00000157227","matrix metallopeptidase 14 [Source:HGNC Symbol;Acc:HGNC:7160]"
277,"Rasl10a","ENSMUSG00000034209","277.1.1","RASL10A","ENSG00000100276","RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]"
278,"Phyhipl","ENSMUSG00000037747","278.1.1","PHYHIPL","ENSG00000165443","phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]"
279,"C3ar1","ENSMUSG00000040552","279.1.1","C3AR1","ENSG00000171860","complement C3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]"
280,"Src","ENSMUSG00000027646","280.1.1","SRC","ENSG00000197122","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]"
281,"Kyat3","ENSMUSG00000040213","281.1.1","KYAT3","ENSG00000137944","kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]"
282,"Nrg4","ENSMUSG00000032311","282.1.1","NRG4","ENSG00000169752","neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]"
283,"Il33","ENSMUSG00000024810","283.1.1","IL33","ENSG00000137033","interleukin 33 [Source:HGNC Symbol;Acc:HGNC:16028]"
284,"Pax1","ENSMUSG00000037034","284.1.1","PAX1","ENSG00000125813","paired box 1 [Source:HGNC Symbol;Acc:HGNC:8615]"
285,"Cda","ENSMUSG00000028755","285.1.1","CDA","ENSG00000158825","cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]"
286,"Tnfsf15","ENSMUSG00000050395","286.1.1","TNFSF15","ENSG00000181634","TNF superfamily member 15 [Source:HGNC Symbol;Acc:HGNC:11931]"
287,"Postn","ENSMUSG00000027750","287.1.1","POSTN","ENSG00000133110","periostin [Source:HGNC Symbol;Acc:HGNC:16953]"
288,"Draxin","ENSMUSG00000029005","288.1.1","DRAXIN","ENSG00000162490","dorsal inhibitory axon guidance protein [Source:HGNC Symbol;Acc:HGNC:25054]"
289,"Gprin2","ENSMUSG00000071531","289.1.1","GPRIN2","ENSG00000204175","G protein regulated inducer of neurite outgrowth 2 [Source:HGNC Symbol;Acc:HGNC:23730]"
290,"Pcdhb21","ENSMUSG00000044022","290.1.1","N/A","N/A","N/A"
291,"Rhbdl2","ENSMUSG00000043333","291.1.1","RHBDL2","ENSG00000158315","rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]"
292,"Fam114a1","ENSMUSG00000029185","292.1.1","FAM114A1","ENSG00000197712","family with sequence similarity 114 member A1 [Source:HGNC Symbol;Acc:HGNC:25087]"
293,"Csf1r","ENSMUSG00000024621","293.1.1","CSF1R","ENSG00000182578","colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]"
294,"Sall2","ENSMUSG00000049532","294.1.1","SALL2","ENSG00000165821","spalt like transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10526]"
295,"Npas4","ENSMUSG00000045903","295.1.1","NPAS4","ENSG00000174576","neuronal PAS domain protein 4 [Source:HGNC Symbol;Acc:HGNC:18983]"
296,"Nicol1","ENSMUSG00000070858","296.1.1","NICOL1","ENSG00000243449","NELL2 interacting cell ontogeny regulator 1 [Source:HGNC Symbol;Acc:HGNC:34437]"
297,"Gpat3","ENSMUSG00000029314","297.1.1","GPAT3","ENSG00000138678","glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]"
298,"Npas2","ENSMUSG00000026077","298.1.1","NPAS2","ENSG00000170485","neuronal PAS domain protein 2 [Source:HGNC Symbol;Acc:HGNC:7895]"
299,"Glipr1","ENSMUSG00000056888","299.1.1","GLIPR1","ENSG00000139278","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]"
300,"Lsmem1","ENSMUSG00000071342","300.1.1","LSMEM1","ENSG00000181016","leucine rich single-pass membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:22036]"
301,"Tbc1d2b","ENSMUSG00000037410","301.1.1","TBC1D2B","ENSG00000167202","TBC1 domain family member 2B [Source:HGNC Symbol;Acc:HGNC:29183]"
302,"Mxd3","ENSMUSG00000021485","302.1.1","MXD3","ENSG00000213347","MAX dimerization protein 3 [Source:HGNC Symbol;Acc:HGNC:14008]"
303,"Ptprf","ENSMUSG00000033295","303.1.1","PTPRF","ENSG00000142949","protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]"
304,"Tedc1","ENSMUSG00000037466","304.1.1","TEDC1","ENSG00000185347","tubulin epsilon and delta complex 1 [Source:HGNC Symbol;Acc:HGNC:20127]"
305,"Asb14","ENSMUSG00000021898","305.1.1","ASB14","ENSG00000239388","ankyrin repeat and SOCS box containing 14 [Source:HGNC Symbol;Acc:HGNC:19766]"
306,"Tspan11","ENSMUSG00000030351","306.1.1","TSPAN11","ENSG00000110900","tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]"
307,"Cd24a","ENSMUSG00000047139","307.1.1","CD24","ENSG00000272398","CD24 molecule [Source:HGNC Symbol;Acc:HGNC:1645]"
308,"Top2a","ENSMUSG00000020914","308.1.1","TOP2A","ENSG00000131747","DNA topoisomerase II alpha [Source:HGNC Symbol;Acc:HGNC:11989]"
309,"Smox","ENSMUSG00000027333","309.1.1","SMOX","ENSG00000088826","spermine oxidase [Source:HGNC Symbol;Acc:HGNC:15862]"
310,"Lsamp","ENSMUSG00000061080","310.1.1","LSAMP","ENSG00000185565","limbic system associated membrane protein [Source:HGNC Symbol;Acc:HGNC:6705]"
310,"Lsamp","ENSMUSG00000121926","310.2.1","N/A","N/A","N/A"
311,"Clec4d","ENSMUSG00000030144","311.1.1","CLEC4D","ENSG00000166527","C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]"
312,"Tfrc","ENSMUSG00000022797","312.1.1","TFRC","ENSG00000072274","transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]"
313,"Acsm5","ENSMUSG00000030972","313.1.1","ACSM5","ENSG00000183549","acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]"
314,"H60b","ENSMUSG00000075297","314.1.1","N/A","N/A","N/A"
315,"Kctd1","ENSMUSG00000036225","315.1.1","KCTD1","ENSG00000134504","potassium channel tetramerization domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18249]"
316,"Prss55","ENSMUSG00000034623","316.1.1","PRSS55","ENSG00000184647","serine protease 55 [Source:HGNC Symbol;Acc:HGNC:30824]"
317,"Camk4","ENSMUSG00000038128","317.1.1","CAMK4","ENSG00000152495","calcium/calmodulin dependent protein kinase IV [Source:HGNC Symbol;Acc:HGNC:1464]"
318,"Kirrel1","ENSMUSG00000041734","318.1.1","KIRREL1","ENSG00000183853","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]"
319,"Aspm","ENSMUSG00000033952","319.1.1","ASPM","ENSG00000066279","assembly factor for spindle microtubules [Source:HGNC Symbol;Acc:HGNC:19048]"
320,"Fam167a","ENSMUSG00000035095","320.1.1","FAM167A","ENSG00000154319","family with sequence similarity 167 member A [Source:HGNC Symbol;Acc:HGNC:15549]"
321,"Coq9","ENSMUSG00000031782","321.1.1","COQ9","ENSG00000088682","coenzyme Q9 [Source:HGNC Symbol;Acc:HGNC:25302]"
322,"Adamts2","ENSMUSG00000036545","322.1.1","ADAMTS2","ENSG00000087116","ADAM metallopeptidase with thrombospondin type 1 motif 2 [Source:HGNC Symbol;Acc:HGNC:218]"
323,"Ugcg","ENSMUSG00000028381","323.1.1","UGCG","ENSG00000148154","UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]"
324,"Chi3l1","ENSMUSG00000064246","324.1.1","CHI3L1","ENSG00000133048","chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]"
325,"G0s2","ENSMUSG00000009633","325.1.1","G0S2","ENSG00000123689","G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]"
